"HBCx14_Carboplatin1","HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","HBCx14_chemonaive3","Symbol"
1,0,0,2,2,1,0,0,"AC026336.3"
0,0,0,0,0,0,0,0,"AC013456.1"
1,0,1,0,0,0,1,0,"MIR6855"
0,0,0,0,0,0,0,0,"AL589935.2"
0,1,0,0,0,0,0,0,"AL591441.1"
20,30,31,17,20,21,27,40,"AC009118.2"
4,2,2,3,4,2,1,7,"AC016957.2"
0,0,0,0,0,0,0,0,"MIR6133"
0,0,0,0,0,0,0,0,"FP885535.1"
0,0,0,0,0,0,0,0,"AC015599.1"
3,2,2,2,2,1,1,3,"WHAMMP3"
0,0,0,0,0,0,0,0,"MIR548AY"
13,27,16,11,12,14,14,19,"AC084824.6"
0,0,0,0,0,0,0,0,"BX005040.2"
0,0,0,0,0,0,0,0,"AL031591.1"
0,0,0,0,0,0,0,0,"AL138880.2"
0,0,0,0,0,0,0,0,"MIR1264"
0,0,0,0,0,0,1,0,"GGTLC5P"
0,0,0,0,0,0,0,0,"SNORA17B"
0,0,0,0,0,0,0,0,"MIR5739"
0,0,0,0,0,0,0,0,"DUX4L20"
12,11,17,6,12,9,7,19,"AC092118.2"
250,288,292,340,359,431,429,533,"RN7SL1"
0,0,0,1,1,0,0,0,"MIR6871"
0,0,0,0,0,0,0,0,"AC244153.1"
0,0,0,0,0,0,0,0,"ELMO2P1"
3,1,1,2,5,1,0,1,"AC087683.2"
0,0,0,0,0,0,0,1,"MIR6090"
0,0,0,0,0,1,0,0,"AC211476.9"
0,0,0,0,0,0,0,0,"AP001825.3"
7,10,12,6,13,13,6,8,"H4C9"
0,0,0,0,0,0,0,0,"MIR6794"
0,0,0,0,0,0,0,0,"FO681491.2"
0,0,0,0,1,0,0,0,"AC005045.2"
0,3,1,1,1,0,1,1,"AC069234.4"
0,0,0,0,0,0,0,0,"AL136528.3"
0,0,0,0,0,0,0,0,"AC090821.4"
0,0,0,0,0,0,0,0,"RN7SL820P"
0,0,0,0,0,0,0,0,"AC016168.3"
0,0,0,0,0,1,1,0,"ANKRD20A3P"
0,0,0,0,0,0,0,0,"BX005195.1"
0,0,0,0,0,0,0,0,"AL603758.1"
0,0,0,0,0,0,0,0,"AC012314.9"
0,0,0,0,0,0,0,0,"AL161423.1"
0,0,0,0,0,0,0,0,"LINC00226"
0,0,0,0,0,0,0,0,"AC006017.2"
0,0,0,0,0,0,0,0,"AC008833.1"
1,6,7,1,0,0,1,3,"AC245014.3"
0,0,0,0,0,0,0,0,"MIR8057"
3,1,2,1,4,2,1,0,"AL118522.1"
0,0,0,0,0,0,0,0,"AL117190.6"
0,0,0,0,0,1,0,0,"AC012354.5"
20,18,15,21,18,36,31,19,"PIK3R6"
0,0,0,0,0,0,0,0,"AC006064.5"
0,0,0,0,0,0,0,0,"AC016591.1"
179,343,292,144,260,216,196,437,"TADA2A"
0,0,0,0,0,0,0,0,"OR4E1"
0,0,0,0,0,1,0,0,"AC243829.2"
37,93,95,23,43,36,37,89,"AL442125.1"
4,5,2,0,0,2,3,6,"AC127024.6"
2,1,1,3,0,2,0,5,"AC007786.2"
4,6,5,3,6,3,2,8,"LINC02809"
0,0,0,0,0,0,0,0,"AL513478.1"
0,0,0,0,0,0,0,0,"AC009118.3"
6,2,7,1,7,6,2,9,"AC009509.5"
0,0,0,0,0,0,0,0,"FP325318.1"
0,0,0,0,0,0,0,0,"AL355974.2"
0,0,0,0,0,0,0,0,"MIR6799"
4,2,6,3,5,5,9,4,"AC024884.2"
0,0,0,0,0,0,0,0,"AL445584.3"
3,6,2,5,1,1,7,6,"AC048382.6"
0,0,0,0,0,0,0,0,"RN7SL126P"
0,2,1,1,0,1,0,0,"AC022960.2"
1,1,0,0,0,0,0,0,"KCNE1B"
0,0,0,0,0,0,0,0,"RBBP4P3"
165,255,278,105,140,106,122,297,"FRG1HP"
2,1,2,3,1,3,3,0,"AC131159.1"
322,623,638,238,416,437,282,828,"PIP4K2B"
0,0,0,0,0,0,0,0,"AC078899.5"
0,0,0,0,0,0,0,0,"AC234782.3"
0,0,0,1,1,1,4,1,"AL021997.3"
0,0,0,0,0,0,0,0,"AC119740.1"
0,0,1,0,1,0,0,0,"AC078880.4"
0,0,0,0,0,0,0,0,"RN7SKP251"
0,0,0,0,0,0,0,0,"MIR6511A3"
0,0,0,0,0,0,0,0,"SNORD107"
0,0,0,0,0,0,0,0,"OR8G7P"
4,5,8,8,10,6,4,3,"AL357033.3"
0,0,0,0,0,1,0,0,"GTF2IP8"
0,0,0,0,0,0,0,0,"MIR8079"
0,0,0,0,0,0,0,0,"MIR2909"
0,0,0,0,0,0,0,0,"AC010338.1"
34,60,78,28,57,32,35,77,"AL133243.2"
13,14,11,7,7,8,9,20,"AC105429.1"
0,0,1,1,1,0,0,0,"AL353770.3"
0,0,0,0,0,1,0,0,"MIR6858"
0,0,0,0,0,0,0,0,"MIR668"
0,0,0,0,0,0,0,0,"AC060764.2"
0,0,0,0,0,0,0,0,"AL391001.2"
0,0,0,0,0,0,0,0,"AC010087.1"
0,0,0,0,0,0,2,1,"MIR145"
0,0,0,0,0,0,0,0,"AC124861.2"
0,0,0,0,2,0,0,2,"H2AC14"
0,0,0,0,0,0,0,0,"AL157712.1"
1,5,4,1,3,3,0,3,"AC087284.2"
2,0,0,1,0,2,7,1,"UBE2NL"
1,1,11,4,7,4,3,7,"AC016876.4"
0,0,0,0,0,0,0,0,"AL445567.2"
13,25,16,14,6,9,8,28,"CNTNAP3P2"
0,0,0,0,0,0,0,1,"AL591424.2"
2,10,5,2,4,4,1,3,"AC004241.3"
0,0,0,0,0,0,0,0,"AC003001.2"
0,0,0,0,0,0,0,0,"AC105429.2"
0,0,0,0,0,0,0,0,"AC024032.2"
0,0,0,1,0,0,1,0,"LINC01879"
0,0,0,0,0,0,0,0,"AC018659.5"
3,0,1,4,2,1,1,3,"AC209154.1"
0,0,0,0,0,0,0,0,"VN1R9P"
0,0,0,0,0,0,0,0,"AC105105.4"
0,9,8,3,6,4,10,11,"MIR6835"
0,0,0,0,0,0,0,0,"TRBV13"
0,0,2,2,0,0,0,0,"AC015726.2"
0,0,0,1,0,0,1,1,"AC024559.2"
4,3,3,1,3,5,5,3,"AC025287.2"
0,0,0,0,0,0,0,0,"CCL14"
0,0,0,1,2,3,3,1,"H2BC3"
0,0,0,0,0,0,0,0,"AC106875.2"
0,0,0,0,0,0,0,0,"AL591926.3"
0,0,0,0,0,0,0,0,"AL078604.3"
0,0,0,1,0,2,0,0,"AC092111.2"
0,0,0,0,0,0,0,0,"AC036214.3"
0,0,0,0,0,0,0,0,"AL590491.2"
0,0,0,0,0,0,0,0,"AC093298.1"
0,0,0,0,0,0,0,0,"IGLL4P"
0,0,0,0,0,0,0,0,"AC245505.3"
0,0,1,0,0,0,0,0,"FAM25C"
0,0,0,0,0,0,0,0,"AC023511.2"
13,20,44,16,22,16,13,36,"AL136221.1"
0,0,1,0,0,0,0,0,"AL136301.1"
0,0,0,0,0,0,0,0,"RNA5SP529"
0,15,10,11,17,12,13,31,"AC005393.1"
57,101,120,60,77,70,64,157,"AC004076.2"
0,1,0,0,0,0,0,0,"AC008083.4"
0,0,0,0,0,0,0,0,"FKBP4P8"
0,0,0,0,0,0,0,0,"AC073869.2"
2,1,0,1,1,0,0,0,"BX255923.2"
0,0,0,0,0,0,0,0,"Z93929.2"
0,0,0,0,0,0,0,0,"AL021155.2"
0,0,0,0,0,0,0,0,"AC105265.3"
0,0,0,0,0,0,0,0,"AC107905.1"
0,0,0,0,0,0,0,0,"AC231759.1"
0,0,0,0,0,0,0,0,"AC016769.4"
146,155,180,133,172,177,178,235,"AL136962.1"
0,0,0,0,0,0,0,0,"AL772337.4"
0,0,0,0,0,0,0,0,"MIR548AZ"
0,0,0,0,0,0,0,0,"AC126755.5"
0,0,0,0,0,0,0,0,"AC022960.3"
0,0,0,0,0,0,0,0,"AC061709.2"
1,0,2,2,2,1,1,2,"AC008735.4"
0,0,0,0,0,0,0,0,"MIR6829"
0,0,0,0,0,0,0,0,"AL583836.1"
0,0,0,0,0,0,0,0,"AL445248.2"
0,0,0,0,0,0,0,0,"AC021424.4"
0,0,0,0,0,0,0,0,"AC004080.8"
0,0,0,0,0,0,0,0,"BMS1P14"
0,0,0,0,0,0,0,0,"AL354718.2"
9,4,3,4,4,4,1,5,"AP000892.3"
0,0,0,0,0,0,0,0,"AC068944.2"
0,0,0,0,0,0,0,0,"AC243830.3"
9,7,4,9,5,7,13,13,"AC239799.1"
0,0,0,0,0,0,0,0,"AC008534.2"
7,26,28,13,14,7,17,31,"AL133243.3"
0,0,0,0,0,0,0,0,"AC092142.2"
0,0,0,0,0,0,0,0,"CR589904.1"
0,0,0,0,0,0,0,0,"AP001486.3"
0,0,0,0,0,0,0,0,"RN7SL462P"
3,10,12,3,7,8,7,12,"AC025287.3"
3,6,2,0,5,1,0,2,"AC010999.2"
0,0,0,0,0,0,0,0,"AL109754.1"
0,0,2,0,0,2,0,0,"AL356515.1"
0,0,0,0,0,0,0,0,"AC004079.3"
101,193,151,102,164,155,139,219,"AP001505.1"
0,0,0,0,0,0,0,0,"AL049692.3"
0,0,0,0,0,0,0,0,"AC091769.1"
0,0,0,0,0,0,0,0,"AC026271.4"
1,0,4,1,5,0,0,2,"AC018926.2"
0,0,1,0,0,0,0,1,"AL353726.1"
11,8,5,2,5,4,3,6,"AC092666.2"
0,0,0,0,0,0,0,0,"REXO1L10P"
0,0,0,0,0,0,0,0,"AC097478.2"
0,0,0,0,0,0,0,0,"RN7SL453P"
3,4,9,2,16,8,4,16,"PCDHGB9P"
0,0,0,0,0,0,0,0,"FP236241.1"
258,394,390,225,418,310,265,480,"PCDHGB5"
0,0,0,0,0,0,0,0,"AC008740.2"
406,518,601,215,454,362,395,744,"HERC2P2"
0,0,0,0,0,0,0,0,"AF254982.1"
0,0,0,0,0,0,0,0,"TRBV18"
0,0,0,0,0,0,0,0,"RN7SL565P"
0,0,0,0,0,0,0,0,"AL359075.1"
22,56,62,26,21,26,31,72,"AC130650.2"
0,0,0,0,0,0,0,0,"IGKV1D-13"
0,0,0,0,0,0,0,0,"AC025278.3"
0,0,0,0,0,0,0,0,"AL138709.1"
41,63,59,30,56,50,61,81,"AC010327.6"
6,9,17,6,5,2,8,7,"AC002550.2"
0,0,2,2,2,2,0,0,"AL442067.1"
0,2,0,1,0,2,1,0,"MIR6895"
0,0,0,0,0,1,0,0,"MRPL30P1"
0,0,0,0,0,0,0,0,"RNU6-467P"
0,3,0,1,1,1,0,4,"AC004696.1"
0,0,0,1,0,0,0,1,"MIR8055"
0,0,0,0,0,0,0,0,"SPATA31A5"
0,0,0,0,0,0,0,0,"MIR6737"
0,0,0,0,0,0,0,0,"AL356102.1"
0,0,0,0,0,0,0,0,"RN7SL322P"
0,0,0,0,0,0,0,0,"PHBP6"
5,17,17,4,10,8,13,31,"AC022306.3"
0,0,0,0,0,0,0,0,"AC024051.8"
0,0,0,0,0,0,0,0,"TRBV11-3"
0,0,0,0,0,0,0,0,"MIR6893"
0,0,0,0,0,0,0,0,"RNA5SP411"
112,47,29,66,89,84,131,54,"RAB7B"
0,0,0,0,0,0,0,0,"AC025521.2"
11,23,35,9,10,14,9,45,"AL109614.1"
0,0,0,0,0,0,0,0,"AC027250.1"
0,0,0,0,0,0,0,0,"AC004080.9"
0,0,0,0,0,0,0,0,"SNORD64"
0,0,0,0,0,0,0,0,"FP565260.2"
0,0,0,0,0,0,0,0,"AL591516.1"
0,0,0,0,0,0,0,0,"MIR6499"
0,0,0,0,0,0,0,0,"AC106872.11"
0,0,0,0,0,0,0,0,"AC022336.3"
4,0,0,2,5,2,0,1,"AL117372.1"
0,0,0,0,0,0,0,0,"AC007786.3"
0,0,0,0,0,0,0,0,"AL445528.2"
2,2,0,1,3,1,3,1,"AJ011931.1"
0,0,0,0,0,0,0,0,"AC084851.3"
0,0,0,0,0,0,0,0,"AL109954.3"
0,0,0,0,0,0,0,0,"MIR7154"
3,0,0,0,0,0,0,2,"MIR6769A"
0,0,0,0,0,0,0,0,"AL445423.2"
0,0,0,0,0,0,0,0,"AL627443.2"
13,3,4,40,15,18,18,16,"DACH1"
0,1,1,0,2,0,1,0,"AL020995.2"
0,0,0,0,0,0,1,0,"KRTAP12-6P"
28,41,25,17,35,31,24,33,"AL117335.1"
0,0,0,0,0,0,0,0,"AC022202.1"
1,0,4,1,1,0,1,3,"AC007950.2"
0,0,0,0,0,0,0,0,"RN7SL856P"
0,0,0,0,0,0,0,0,"MIR6083"
0,0,0,0,0,0,0,0,"AL713922.2"
2,1,1,1,5,2,0,0,"AC009090.3"
0,0,0,0,0,0,0,0,"AC004542.5"
1,1,0,0,0,0,0,0,"AL158077.1"
0,1,1,1,0,0,0,2,"AC104237.3"
0,0,0,0,0,0,0,0,"AP003097.2"
0,0,1,0,0,0,0,1,"AC012354.6"
108,114,115,105,126,121,102,134,"AL161891.1"
0,0,0,0,0,0,0,0,"AC011716.1"
0,0,0,0,0,0,0,0,"IGKV1OR1-1"
0,0,0,0,0,0,0,0,"AL033538.2"
0,0,0,0,0,0,0,0,"AC022384.2"
0,0,0,0,0,0,0,0,"AL109755.2"
0,0,0,0,0,0,0,0,"AC118650.1"
0,0,0,0,0,0,0,0,"AL356130.1"
0,0,0,0,0,0,0,0,"AL121757.3"
0,0,0,0,0,0,0,0,"AL450487.1"
0,0,0,0,0,0,0,0,"AC117415.1"
0,0,3,0,0,0,0,0,"AC004466.3"
0,0,0,4,0,0,0,0,"AC138466.3"
0,0,0,0,2,0,0,0,"AC090518.2"
12,4,13,4,18,9,11,20,"AL136295.6"
0,0,0,0,0,0,0,0,"TRAJ36"
2,1,1,3,2,2,1,2,"AC010809.3"
0,0,0,0,0,0,0,0,"RPS29P32"
0,0,0,1,0,0,0,1,"AL442067.2"
0,0,0,0,2,4,0,0,"AC023128.2"
0,0,0,0,0,0,0,0,"AC243773.1"
14,24,30,4,13,13,7,22,"CSPG4P10"
5,3,5,2,7,0,1,2,"MIR7111"
0,0,0,0,0,0,0,0,"AC126323.7"
0,0,0,0,0,1,0,0,"YWHAEP7"
0,1,0,0,2,1,0,0,"PRSS47"
35,19,20,30,33,31,33,28,"AC005840.4"
0,0,0,0,0,0,0,0,"AC092375.3"
0,0,0,0,0,0,0,0,"AL132655.6"
0,0,0,0,0,0,0,0,"FP326651.1"
0,0,0,0,0,0,0,0,"AC123768.4"
2,0,2,1,2,2,3,2,"AC137834.2"
27,49,45,31,29,16,36,49,"AC142472.1"
0,0,0,0,0,0,0,0,"AC011452.3"
0,0,0,0,0,0,0,0,"AL138834.1"
0,0,0,0,0,0,0,0,"MIR7158"
0,0,0,0,0,0,0,0,"AL390863.1"
0,0,0,0,0,0,0,0,"AP001506.1"
2,1,5,0,2,0,2,2,"AL445649.1"
0,1,0,0,4,2,0,3,"AL731566.3"
2,5,10,5,13,3,1,9,"AC105137.2"
0,1,0,0,0,0,0,0,"Z93017.1"
0,0,0,0,1,0,0,0,"PADI6"
0,0,0,0,0,0,0,1,"MIR6821"
1,0,0,0,0,0,0,2,"AC006111.3"
0,0,0,0,0,0,0,0,"AC243829.3"
0,0,0,0,0,0,0,0,"AC245595.1"
10,10,6,8,5,1,5,11,"RN7SL192P"
0,0,0,0,0,0,0,0,"AC245884.12"
0,0,0,0,0,0,0,0,"AL353753.1"
0,0,0,0,0,0,0,0,"AC069499.3"
0,0,0,0,0,0,0,0,"AC114981.2"
0,0,0,0,0,0,0,0,"MIR8073"
4,6,6,0,4,2,0,4,"AL121890.2"
0,0,0,0,0,0,0,0,"MIR6752"
3,0,0,1,1,0,0,0,"MIR6780B"
0,0,0,0,0,0,0,0,"AC004079.4"
12,11,11,11,16,10,14,9,"AC025271.4"
0,0,0,0,0,0,0,0,"IGHV4-4"
0,0,0,0,0,0,0,0,"LINC02227"
0,0,0,0,0,0,0,0,"AL357095.1"
0,0,0,0,0,0,0,0,"AL353804.5"
0,0,0,0,0,0,0,0,"BX640515.1"
0,0,0,0,0,0,0,0,"SNORD26"
0,0,0,0,0,0,0,0,"MRGPRX8P"
0,0,2,0,0,1,0,1,"AC068234.3"
25,48,26,13,22,9,18,41,"AC092117.1"
0,0,0,0,0,0,0,0,"AP000557.3"
436,740,630,334,477,456,420,765,"AL133216.2"
0,0,0,0,0,0,0,0,"AC022188.1"
2,0,0,0,1,3,2,4,"AL138955.1"
0,0,0,0,0,0,0,0,"AC244093.2"
3,8,15,1,7,9,8,10,"AC004801.6"
0,0,0,0,0,0,0,0,"TRBV15"
1,3,1,1,2,0,1,2,"AC009053.5"
0,0,0,0,0,0,0,0,"AF196972.2"
0,0,0,0,0,0,0,0,"MIR7159"
0,0,0,0,0,0,0,0,"AC012488.1"
0,0,0,0,0,0,0,0,"AC016911.1"
0,0,0,0,0,0,0,0,"MIR6730"
0,0,0,0,0,0,0,2,"AC020922.4"
26,43,24,24,34,28,33,46,"AL354718.3"
0,0,0,0,0,0,0,0,"MIR6127"
2,0,2,0,1,0,1,2,"AL138776.1"
4,7,6,6,9,14,8,10,"PMS2P10"
0,0,0,0,0,0,0,0,"AL445264.1"
0,3,1,0,0,0,0,1,"AC023510.2"
0,0,0,0,0,0,0,0,"SNORD115-46"
0,0,0,0,0,0,0,0,"CR769775.1"
10,15,27,7,7,8,10,30,"AC016590.3"
201,137,183,117,247,197,167,207,"AC245041.2"
0,0,0,0,0,0,0,0,"AC002401.4"
3,0,0,2,1,1,1,2,"AC026124.2"
0,0,0,0,0,0,0,0,"AL589745.2"
105,164,138,51,119,109,132,176,"AC015922.3"
0,0,0,0,0,0,0,0,"MIR6715A"
0,0,0,0,0,0,0,0,"AL132655.7"
0,0,0,0,0,0,0,0,"AC006453.1"
0,1,3,0,2,0,0,2,"AC124319.2"
0,0,0,0,0,0,0,0,"MIR7151"
0,1,3,0,0,2,1,4,"AC074050.4"
0,0,0,0,0,0,0,0,"AL353626.2"
0,0,0,0,0,0,0,0,"MIR6729"
0,0,0,0,0,0,0,0,"AC137488.1"
0,0,0,0,0,0,0,0,"AF129408.2"
0,0,0,0,0,0,0,0,"AC011718.1"
0,0,0,0,0,0,0,0,"MIR6074"
0,0,0,0,0,0,0,0,"AL109925.3"
0,0,0,0,0,0,0,0,"AL512624.2"
0,0,0,0,0,0,2,0,"AC114876.1"
0,0,0,0,0,0,0,0,"RN7SL238P"
0,0,0,0,0,0,0,0,"AL022401.1"
0,0,0,0,0,0,0,0,"RAB28P4"
0,0,0,0,0,0,0,0,"AC231532.2"
0,0,0,0,0,0,0,0,"BX664730.1"
23,55,38,17,19,27,28,55,"AC023157.2"
0,0,0,0,0,0,0,0,"CU633906.3"
3,4,1,3,5,3,8,6,"H2AC16"
0,0,0,0,0,0,0,0,"DUX4L14"
1,1,2,0,1,1,1,0,"MIR7106"
0,0,0,0,0,0,0,0,"AL109618.3"
10,17,15,4,6,7,5,13,"AL442125.2"
0,0,0,0,0,0,0,0,"MIR8080"
0,0,0,0,0,0,0,0,"AP001107.10"
0,0,0,0,0,0,0,0,"AL117190.7"
0,0,0,1,1,0,0,0,"AL139351.1"
0,0,0,0,0,0,0,1,"AC099778.2"
1,3,0,1,0,2,2,4,"MIR6797"
0,0,0,0,0,0,0,0,"AC091304.9"
0,0,0,0,0,0,0,0,"AL590240.3"
0,0,0,0,0,0,0,0,"AC009041.3"
3,2,2,0,4,1,2,8,"AC009704.2"
0,0,0,0,0,0,0,0,"PLCE1P1"
0,0,0,0,0,0,0,0,"MIR4509-1"
0,0,0,0,2,0,0,3,"AC008498.1"
1,0,0,0,0,0,1,0,"AC011298.3"
0,0,0,0,0,0,0,0,"GSTT4"
0,0,0,0,0,0,0,0,"AC109309.2"
6,17,37,15,12,18,22,43,"AL121772.3"
0,0,0,0,0,0,0,0,"TRBV12-4"
0,0,0,0,0,0,0,0,"AC138749.9"
0,0,0,0,0,0,0,0,"RN7SL769P"
7,6,5,3,7,3,2,10,"AL158063.1"
0,0,0,0,0,0,0,0,"AL590099.1"
0,0,0,0,0,0,0,0,"AL109933.4"
0,0,0,0,0,0,0,0,"MIR7848"
0,0,0,0,0,0,0,0,"AL353626.3"
0,0,0,0,0,0,0,0,"DUX4L23"
0,0,0,0,0,0,0,0,"AC004542.6"
101,93,111,88,107,80,83,144,"H4C5"
1,1,3,2,5,11,1,10,"AL158196.1"
1,1,0,1,1,0,0,0,"AC078880.5"
49,82,96,44,70,58,54,97,"HYDIN2"
31,2,7,20,94,46,23,4,"AC008760.2"
0,0,0,0,0,0,0,0,"AL023881.1"
0,0,0,0,0,0,0,1,"AC010655.5"
0,0,0,0,0,0,0,0,"Z99774.3"
0,0,0,0,0,0,0,0,"AC096577.2"
0,0,0,0,0,0,0,0,"AC116003.3"
9,13,14,9,14,6,2,24,"AL513314.2"
0,0,0,0,0,0,0,0,"REXO1L2P"
0,0,0,0,0,0,0,0,"DUSP12P1"
0,0,0,0,0,0,0,0,"AC123595.2"
0,0,0,0,0,0,0,0,"AC026468.1"
0,0,0,0,0,0,0,0,"RNA5SP412"
29,45,34,21,29,31,25,64,"AC096642.1"
0,0,0,0,0,0,0,0,"TEX28P2"
0,0,0,0,0,0,0,0,"AC244097.1"
0,0,0,0,0,0,0,0,"AC120498.10"
0,2,3,0,0,1,0,1,"AC148477.4"
92,176,182,69,99,119,126,146,"AC008556.1"
0,0,0,0,0,0,0,0,"MIR3179-4"
0,0,0,0,0,0,0,0,"AC023490.4"
2,3,7,1,2,4,5,4,"AL590096.1"
0,0,0,0,0,0,0,1,"AL031663.3"
0,0,0,0,0,0,0,0,"BX005214.3"
0,0,0,0,0,0,0,0,"RNU6-1192P"
0,0,0,0,0,0,0,0,"MIR8071-2"
0,0,0,0,0,0,0,0,"RN7SL796P"
0,0,0,0,0,0,0,0,"AL391095.5"
0,0,0,0,0,0,0,0,"AC096552.1"
1,1,4,0,1,3,3,4,"AC112169.1"
0,0,0,0,0,0,0,0,"AL359736.2"
0,1,0,0,0,0,0,0,"AC106788.1"
0,0,0,0,0,0,0,0,"EEF1A1P42"
0,0,0,1,0,0,0,0,"AL390964.1"
5,4,5,1,4,2,4,7,"RNA5SP530"
20,22,23,17,31,28,19,35,"AL122125.1"
0,0,0,0,0,0,0,0,"AL008726.2"
2,2,1,1,1,0,1,1,"MIR6763"
176,270,255,154,227,211,200,362,"GTF2IP1"
0,0,0,0,0,0,0,0,"AL607023.1"
0,1,0,0,0,0,0,0,"MIR6779"
0,0,0,0,0,0,0,0,"HNRNPCL3"
0,0,0,0,0,0,0,0,"RN7SL88P"
0,0,0,0,0,0,0,0,"MIR8084"
0,0,0,0,0,0,0,0,"AL137060.7"
0,0,0,0,0,0,0,0,"CU634019.2"
314,500,459,318,366,378,371,565,"STAG3L2"
0,0,0,0,0,0,0,0,"MIR6131"
38,49,49,38,48,43,56,57,"H2AC8"
1,3,1,1,3,5,0,4,"AL158032.3"
0,0,0,0,0,0,0,0,"AC018659.6"
0,0,0,0,0,0,0,0,"PRSS3P3"
0,0,0,0,0,0,0,0,"RNU2-4P"
2,0,0,1,2,2,0,1,"AL121890.3"
0,0,0,0,0,0,0,0,"AC243829.4"
0,0,0,0,0,0,0,0,"AC242852.2"
0,0,0,0,0,0,0,0,"AC098590.2"
0,0,0,0,0,0,0,0,"BX571673.1"
19,18,30,4,10,17,15,30,"AL445670.1"
0,0,0,0,0,0,0,0,"SNORD49B"
0,0,0,0,0,0,0,0,"AL935212.4"
3,7,2,2,1,1,4,10,"ANKRD20A21P"
58,56,35,49,104,86,42,56,"FP565260.3"
0,0,0,0,0,0,0,0,"AC131156.1"
0,0,0,0,0,0,0,0,"AL049692.4"
0,0,0,0,0,0,0,0,"MIR6089"
0,0,0,0,0,0,0,0,"AC004774.3"
0,0,0,0,0,0,0,0,"AC211476.10"
0,0,0,0,0,0,0,0,"AC245150.1"
0,0,0,0,0,0,0,0,"AL589743.5"
0,1,0,0,1,0,0,0,"AC012531.6"
0,1,3,0,0,1,0,0,"AC073569.3"
0,0,0,0,0,0,0,0,"AL133173.2"
0,2,1,0,0,0,1,2,"AC012409.3"
0,0,0,0,0,0,0,0,"AC011526.1"
0,1,0,0,0,0,0,0,"MIR6509"
0,0,0,0,0,0,0,0,"AL365264.1"
0,0,0,0,0,0,0,0,"LINC00235"
0,0,0,0,0,0,0,0,"AC074276.2"
1,7,9,0,2,3,0,1,"AC092757.3"
0,0,0,0,0,0,0,0,"AC013734.1"
167,199,266,121,247,162,144,295,"LINC00869"
95,89,100,69,107,80,83,122,"TYW1B"
8,19,11,5,15,17,11,28,"F8A3"
1,11,15,2,11,7,6,16,"AL138820.1"
14,16,14,12,31,17,13,26,"AC110048.2"
0,0,0,0,0,0,0,2,"TOMM40P1"
9,13,14,13,10,13,21,18,"H4C4"
18,41,29,7,22,28,9,22,"AL139384.2"
20,26,34,13,20,21,14,35,"PIGW"
0,0,0,0,0,0,0,0,"U85056.1"
0,0,0,0,0,0,0,0,"AL603790.1"
0,0,0,0,0,0,0,0,"AC012676.3"
0,0,0,0,0,0,0,0,"AC010975.1"
0,2,1,1,0,0,2,0,"GAPDHP41"
0,0,1,0,1,1,0,0,"AC004241.4"
0,2,0,0,0,2,0,2,"AC095038.2"
0,0,0,0,0,0,0,0,"AC006449.5"
0,0,0,0,0,0,0,0,"SNORA9"
1,0,0,3,4,0,0,0,"AC131212.1"
0,0,0,0,0,0,0,0,"AC025188.2"
0,0,0,0,0,0,0,0,"AC138904.2"
0,0,0,0,0,0,0,0,"SNORD22"
0,0,0,0,0,0,0,0,"RN7SL270P"
0,0,0,0,0,0,0,0,"LINC01632"
38,51,53,24,37,36,32,50,"AC005696.4"
0,0,0,0,0,0,0,0,"MIR8063"
251,342,372,153,299,264,258,460,"F8A1"
0,0,0,0,0,0,0,0,"AC073349.3"
0,0,0,0,0,0,0,0,"RPPH1"
0,0,0,0,0,0,0,0,"AC090164.3"
0,0,0,0,0,0,0,0,"AC092132.2"
0,0,0,0,0,0,0,0,"SDR42E1P2"
0,0,0,0,0,0,0,0,"AC009159.2"
15,24,17,13,13,6,10,24,"SPANXA2-OT1"
0,0,0,0,0,0,0,0,"AC107033.1"
6,5,5,8,3,8,7,11,"AL139123.1"
1,0,0,0,2,0,1,0,"AC090116.1"
44,78,63,37,45,41,51,91,"H2BC7"
0,0,0,0,0,0,0,0,"AL359741.1"
0,0,0,0,0,0,0,0,"AL138686.1"
0,0,0,0,0,0,0,0,"AC084781.1"
7,17,6,7,9,9,5,16,"GTSE1-DT"
0,0,0,0,0,0,0,0,"AL136960.1"
0,0,0,0,0,0,0,0,"RNU1-5P"
1,1,0,0,1,0,0,2,"AL035420.3"
0,0,0,0,0,0,0,0,"AC026355.4"
0,0,0,0,0,0,0,0,"MIR3118-3"
4,9,7,6,10,4,5,3,"AC084782.3"
0,2,2,3,2,0,3,4,"AL157762.1"
10,7,10,11,17,6,9,11,"AC083809.1"
0,0,0,0,0,0,0,0,"AC145613.1"
0,0,0,0,0,0,0,0,"MIR6784"
1,0,3,1,3,3,2,0,"AC079945.2"
1,0,0,1,0,0,0,0,"AL589743.6"
14,23,12,10,9,13,7,23,"AC118758.2"
0,0,0,0,0,0,0,0,"MIR7854"
334,754,699,370,481,419,446,858,"PCGF2"
0,0,0,0,0,0,0,0,"FAM74A7"
0,0,0,0,0,0,0,0,"MIR6833"
0,0,0,0,0,0,0,0,"RN7SL556P"
0,0,0,0,0,0,0,0,"LHX1-DT"
0,0,0,0,0,1,0,0,"AC007938.5"
0,0,0,0,0,0,0,0,"AL160412.1"
0,0,0,0,0,0,0,0,"DUX4L22"
