"HBCx14_Carboplatin1","HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","HBCx14_chemonaive3","Symbol"
0,0,0,0,0,0,0,0,"TRGV11"
0,0,0,0,0,0,0,0,"TRGV10"
0,0,0,0,0,0,0,0,"TRGV9"
0,0,0,0,0,0,0,0,"TRGV8"
0,0,0,0,0,0,0,0,"TRGV5"
0,0,0,0,0,0,0,0,"TRGV4"
0,0,0,0,0,0,0,0,"TRGV3"
0,0,0,0,0,0,0,0,"TRGV1"
0,0,0,0,0,0,0,0,"TRBV6-1"
0,0,0,0,0,0,0,0,"TRBV7-1"
0,0,0,0,0,0,0,0,"TRBV4-1"
0,0,0,0,0,0,0,0,"TRBV6-4"
0,1,0,0,0,0,0,0,"TRBV7-3"
0,0,0,0,0,0,0,0,"TRBV5-3"
0,0,0,0,0,0,0,0,"TRBV9"
0,0,0,0,0,0,0,0,"TRBV10-1"
0,0,0,0,0,0,0,0,"TRBV11-1"
0,0,0,0,0,0,0,0,"TRBV6-5"
0,0,0,0,0,0,0,0,"TRBV6-6"
0,0,0,0,0,0,0,0,"TRBV5-5"
0,0,0,0,0,0,0,0,"TRBV7-6"
0,0,0,0,0,0,0,0,"TRBV5-6"
0,0,0,0,0,0,0,0,"TRBV5-7"
0,0,0,0,0,0,0,0,"TRBV5-1"
0,0,0,0,0,0,0,0,"TRBV12-2"
0,0,0,0,0,0,0,0,"TRBV4-2"
0,0,0,0,0,0,0,0,"TRBV19"
0,0,1,0,0,0,0,0,"TRBV20-1"
0,0,0,0,0,0,0,0,"TRBV23-1"
0,0,0,0,0,0,0,0,"TRBV24-1"
1,0,0,2,2,0,3,1,"TRBC1"
0,0,0,0,0,0,0,0,"TRBV27"
0,0,0,0,0,0,0,0,"TRBV28"
0,0,0,0,0,0,0,0,"TRBJ2-1"
0,0,0,0,0,0,0,0,"TRBJ2-2"
0,0,0,0,0,0,0,0,"TRBJ2-2P"
0,0,0,0,0,0,0,0,"TRBJ2-3"
0,0,0,0,0,0,0,0,"TRBJ2-4"
0,0,0,0,0,0,0,0,"TRBJ2-5"
0,0,0,0,0,0,0,0,"TRBJ2-6"
0,0,0,0,0,0,2,0,"TRBJ2-7"
0,0,0,0,0,0,0,0,"TRBC2"
0,0,0,0,0,0,0,0,"TRAV2"
0,0,0,0,0,0,0,0,"TRAV3"
0,0,0,0,0,0,0,0,"TRAV4"
0,0,0,0,0,0,0,0,"TRAV5"
0,0,0,0,0,0,0,0,"TRAV6"
0,0,0,0,0,0,0,0,"TRAV7"
0,0,1,0,0,0,0,0,"TRAV8-1"
0,0,0,0,0,0,0,0,"TRAV9-1"
0,0,0,0,0,0,0,0,"TRAV10"
0,0,0,0,0,0,0,0,"TRAV12-1"
0,0,0,0,0,0,0,0,"TRAV8-2"
0,0,0,0,0,0,0,0,"TRAV8-3"
0,0,0,0,0,0,0,0,"TRAV13-1"
0,0,0,0,0,0,0,0,"TRAV12-2"
0,0,0,0,0,0,0,0,"TRAV8-4"
0,0,0,0,0,0,0,0,"TRAV13-2"
0,0,0,0,0,0,0,0,"TRAV14DV4"
0,0,0,0,0,0,0,0,"TRAV9-2"
0,0,0,0,0,0,0,0,"TRAV12-3"
0,0,0,0,0,0,0,0,"TRAV8-6"
0,0,0,0,0,0,0,0,"TRAV16"
0,0,0,0,0,0,0,0,"TRAV17"
0,0,0,0,0,0,0,0,"TRAV18"
0,0,0,0,0,0,0,0,"TRAV19"
0,0,0,0,0,0,0,0,"TRAV20"
0,0,0,0,0,0,0,0,"TRAV21"
0,0,0,0,0,0,0,0,"TRAV22"
0,0,0,0,0,0,0,0,"TRAV23DV6"
0,0,0,0,0,0,0,0,"TRDV1"
0,0,0,0,0,0,0,0,"TRAV24"
0,0,0,0,0,0,0,0,"TRAV25"
0,0,0,0,0,0,0,0,"TRAV26-1"
0,0,0,0,0,1,0,0,"TRAV8-7"
0,0,0,0,0,0,0,0,"TRAV27"
0,0,0,0,0,0,0,0,"TRAV29DV5"
0,0,0,0,0,0,0,0,"TRAV26-2"
0,0,0,0,0,0,0,0,"TRAV34"
0,0,0,0,0,0,0,0,"TRAV35"
0,0,0,0,0,0,0,0,"TRAV36DV7"
0,0,0,0,0,0,0,0,"TRAV38-1"
0,0,0,0,0,0,0,0,"TRAV38-2DV8"
0,0,0,0,0,0,0,0,"TRAV39"
0,0,0,0,0,0,0,0,"TRAV40"
0,0,0,0,0,0,0,0,"TRAV41"
0,0,0,0,0,0,0,0,"TRDV2"
1,0,0,0,0,1,0,0,"TRDJ1"
0,0,0,0,0,0,0,0,"TRDJ4"
0,0,0,0,0,0,0,0,"TRDJ2"
0,0,0,0,0,0,0,0,"TRDJ3"
1,14,3,2,2,9,9,5,"TRDC"
0,0,0,0,0,0,0,0,"TRAJ61"
0,0,0,0,0,0,0,0,"TRAJ59"
0,0,0,0,0,0,0,0,"TRAJ58"
0,0,0,0,0,0,0,0,"TRAJ57"
0,0,0,0,0,0,0,0,"TRAJ56"
0,0,0,0,0,0,0,0,"TRAJ54"
0,0,0,0,0,0,0,0,"TRAJ53"
0,0,0,0,0,0,0,0,"TRAJ52"
0,0,0,0,0,0,0,0,"TRAJ50"
0,0,0,0,0,0,0,0,"TRAJ49"
0,0,0,0,0,0,0,0,"TRAJ48"
0,0,0,0,0,0,0,0,"TRAJ47"
0,0,0,0,0,0,0,0,"TRAJ46"
0,0,0,0,0,0,0,0,"TRAJ45"
0,0,0,0,0,0,0,0,"TRAJ44"
0,0,0,0,0,0,0,0,"TRAJ43"
0,0,0,0,0,0,0,0,"TRAJ42"
0,0,0,0,0,0,0,0,"TRAJ41"
0,0,0,0,0,0,0,0,"TRAJ40"
0,0,0,0,0,0,0,0,"TRAJ39"
0,0,0,0,0,0,0,0,"TRAJ38"
0,0,0,0,0,0,0,0,"TRAJ35"
0,0,0,0,0,0,0,0,"TRAJ34"
0,0,0,0,0,0,0,0,"TRAJ33"
0,0,0,0,0,0,0,0,"TRAJ32"
0,0,0,0,0,0,0,0,"TRAJ31"
0,0,0,0,0,0,0,0,"TRAJ30"
0,0,0,0,0,0,0,0,"TRAJ29"
0,0,0,0,0,0,0,0,"TRAJ28"
0,0,0,0,0,0,0,0,"TRAJ27"
0,0,0,0,0,0,0,0,"TRAJ26"
0,0,0,0,0,0,0,0,"TRAJ25"
0,0,0,0,0,0,0,0,"TRAJ24"
0,0,0,0,0,0,0,0,"TRAJ23"
0,0,0,0,0,0,0,0,"TRAJ22"
0,0,0,0,0,0,0,0,"TRAJ21"
0,0,0,0,0,0,0,0,"TRAJ20"
0,0,0,0,0,0,0,0,"TRAJ19"
0,0,0,0,0,0,0,0,"TRAJ18"
0,0,0,0,0,0,0,0,"TRAJ17"
0,0,0,0,0,0,0,0,"TRAJ16"
0,0,0,0,0,0,0,0,"TRAJ14"
0,0,0,0,0,0,0,0,"TRAJ13"
0,0,0,0,0,0,0,0,"TRAJ12"
0,0,0,0,0,0,0,0,"TRAJ11"
0,0,0,0,0,0,0,0,"TRAJ10"
0,0,0,0,0,0,0,0,"TRAJ9"
0,0,0,0,0,0,0,0,"TRAJ8"
0,0,0,0,0,0,0,0,"TRAJ7"
0,0,0,0,0,0,0,0,"TRAJ6"
0,0,0,0,0,0,0,0,"TRAJ5"
0,0,0,0,0,0,0,0,"TRAJ4"
0,0,0,0,0,0,0,0,"TRAJ3"
0,0,0,0,0,0,0,0,"TRAJ2"
0,0,0,0,0,0,0,0,"TRAJ1"
0,0,0,0,0,0,0,0,"IGHA2"
0,0,0,0,1,0,0,1,"IGHE"
0,0,0,0,0,0,0,0,"IGHG4"
0,0,0,0,0,0,0,0,"IGHG2"
0,0,0,0,0,0,0,0,"IGHA1"
0,0,0,0,0,0,0,0,"IGHG1"
0,0,0,0,0,0,0,0,"IGHG3"
0,0,0,0,0,0,1,0,"IGHD"
0,0,0,0,0,1,0,0,"IGHM"
0,0,0,0,0,0,0,0,"IGHJ6"
0,0,0,0,0,0,0,0,"IGHJ2"
0,0,0,0,0,0,0,0,"IGHJ1"
0,0,0,0,0,0,0,0,"IGHD1-26"
0,0,0,0,0,0,0,0,"IGHD5-24"
0,0,0,0,0,0,0,0,"IGHD3-22"
0,0,0,0,0,0,0,0,"IGHD2-21"
0,0,0,0,0,0,0,0,"IGHD6-19"
0,0,0,0,0,0,0,0,"IGHD5-18"
0,0,0,0,0,0,0,0,"IGHD3-16"
0,0,0,0,0,0,0,0,"IGHD2-15"
0,0,0,0,0,0,0,0,"IGHD6-13"
0,0,0,0,0,0,0,0,"IGHD5-12"
0,0,0,0,0,0,0,0,"IGHD3-10"
0,0,0,0,0,0,0,0,"IGHD3-9"
0,0,0,0,0,0,0,0,"IGHD2-8"
0,0,0,0,0,0,0,0,"IGHD5-5"
0,0,0,0,0,0,0,0,"IGHD3-3"
0,0,0,0,0,0,0,0,"IGHD2-2"
0,0,0,0,0,0,0,0,"IGHV6-1"
0,0,0,0,0,0,0,0,"IGHV1-2"
0,0,0,0,0,0,0,0,"IGHV1-3"
0,0,0,0,0,0,0,0,"IGHV2-5"
0,0,0,0,0,0,0,0,"IGHV3-7"
0,0,0,0,0,0,0,0,"IGHV3-11"
0,0,0,0,0,0,0,0,"IGHV3-13"
0,0,0,0,0,0,0,0,"IGHV3-15"
0,0,0,0,0,0,0,0,"IGHV3-16"
0,0,0,0,0,0,0,0,"IGHV1-18"
0,0,0,0,0,0,0,0,"IGHV3-20"
0,0,0,0,0,0,0,0,"IGHV3-21"
0,0,0,0,0,0,0,0,"IGHV3-23"
0,0,0,0,0,0,0,0,"IGHV1-24"
0,0,0,0,0,0,0,0,"IGHV2-26"
0,0,0,0,0,0,0,0,"IGHV4-28"
0,0,0,0,0,0,0,0,"IGHV3-33"
0,0,0,0,0,0,0,0,"IGHV4-34"
0,0,0,0,0,0,0,0,"IGHV3-35"
0,0,0,0,0,0,0,0,"IGHV3-38"
0,0,0,0,0,0,0,0,"IGHV4-39"
0,0,0,0,0,0,0,0,"IGHV1-45"
0,0,0,0,0,0,0,0,"IGHV1-46"
0,0,0,0,0,0,0,0,"IGHV3-48"
0,0,0,0,0,0,0,0,"IGHV3-49"
0,0,0,0,0,0,0,0,"IGHV5-51"
0,0,0,0,0,0,0,0,"IGHV3-53"
0,0,0,0,0,0,0,0,"IGHV1-58"
0,0,0,0,0,0,0,0,"IGHV4-61"
0,0,0,0,0,0,0,0,"IGHV3-66"
0,0,0,0,0,0,0,0,"IGHV1-69"
0,0,0,0,0,0,0,0,"IGHV2-70D"
0,1,0,0,0,0,0,0,"IGHV3-73"
0,0,0,0,0,0,0,0,"IGHV5-78"
0,0,0,0,0,0,0,0,"IGHV7-81"
0,0,0,0,0,0,0,0,"MIR676"
0,0,0,0,0,0,0,0,"MIR708"
0,0,0,0,0,0,0,0,"MIR509-2"
0,0,0,0,0,0,0,0,"MIR509-3"
0,0,0,0,0,0,0,0,"MIR548U"
0,0,0,0,0,0,0,0,"MIR550A3"
0,0,0,0,0,0,0,0,"MIR374B"
0,0,0,0,0,0,0,0,"MIR548BA"
0,0,0,0,0,0,0,0,"MIR543"
0,0,0,0,0,0,0,0,"MIR320C2"
0,0,0,0,0,0,0,0,"MIR764"
0,0,0,0,0,1,0,0,"MIR301B"
1,1,4,0,3,4,1,2,"TSSK1B"
163,170,123,148,162,189,220,216,"PRR22"
0,0,0,0,0,0,0,0,"TAS2R19"
0,0,0,0,0,0,0,0,"TAS2R15P"
0,0,0,0,0,0,0,0,"TAS2R50"
0,0,0,0,0,0,0,0,"TAS2R14"
0,0,0,0,0,0,0,0,"TAS2R13"
0,0,0,0,0,0,0,0,"RNU6-1168P"
0,0,0,0,0,0,0,0,"AL031650.1"
4,5,9,4,5,6,0,9,"SNORD67"
0,0,0,0,0,0,0,0,"RNU6-696P"
0,0,0,0,1,0,0,0,"RNA5SP372"
0,0,0,0,0,0,0,0,"RNU6-1320P"
0,0,0,0,0,0,0,0,"AL161640.1"
0,0,0,0,0,0,0,0,"AC137935.1"
0,0,0,0,0,0,0,1,"RNU6-910P"
0,0,0,0,0,0,0,0,"RNU6-1106P"
0,0,0,0,0,0,0,0,"AC055866.1"
0,0,0,0,0,0,0,0,"RNU1-82P"
0,0,0,0,0,0,0,0,"RNA5SP377"
0,0,0,0,0,0,0,0,"RNU6-576P"
0,0,0,0,0,0,0,0,"RNU6-1319P"
0,1,1,0,1,0,3,0,"SNORD66"
0,0,0,0,0,0,0,0,"RNU6-205P"
0,0,0,0,0,0,0,0,"AL590560.1"
0,2,4,1,0,1,3,3,"SNORD91A"
0,0,0,0,0,0,0,0,"AL031684.1"
0,0,0,0,0,0,0,0,"RNU6-763P"
0,0,0,0,0,0,0,0,"AC073875.1"
0,0,0,0,0,0,0,1,"RNU1-77P"
0,0,0,0,0,0,0,0,"RNA5SP86"
0,0,0,0,0,0,0,0,"RNU1-149P"
0,0,0,0,0,0,0,0,"AC015982.1"
0,0,0,0,0,0,0,0,"RNA5SP207"
0,0,0,0,0,0,0,0,"AC019070.1"
0,0,0,0,0,0,0,0,"AC010982.1"
0,0,0,0,0,0,0,0,"RNU6-440P"
0,0,0,0,0,0,0,0,"RNU6-258P"
0,0,0,0,0,0,0,0,"AC092814.1"
0,0,0,0,0,0,0,0,"RNU6-328P"
0,0,0,0,0,0,0,1,"RNU6-298P"
0,0,0,0,0,0,0,0,"AC017087.1"
2,2,9,1,6,1,2,3,"AC011195.1"
0,0,0,0,0,0,0,0,"RNU6-127P"
0,0,0,0,0,0,0,0,"RNA5SP91"
0,0,0,0,0,0,0,0,"AC096637.1"
0,0,0,0,0,0,0,0,"AC135178.1"
1,1,0,0,1,0,1,0,"RNU6-1321P"
0,0,0,0,0,0,0,0,"AC096917.1"
0,0,0,0,0,0,0,0,"SNORA48B"
0,0,0,0,0,0,0,0,"RNU6-913P"
0,0,0,0,0,0,0,0,"RNU6-816P"
0,0,0,0,0,0,0,0,"RNU6-604P"
0,0,0,0,0,0,0,0,"RNU6-220P"
0,0,0,0,0,0,0,0,"AL133229.1"
0,0,0,0,0,0,0,0,"RNU6-907P"
0,0,0,0,0,0,0,0,"AC009121.2"
0,0,0,0,0,0,0,0,"AL591004.1"
0,0,0,0,0,0,0,0,"RNU6-747P"
6,16,24,7,17,15,5,35,"SNORD17"
0,0,0,0,0,0,0,0,"RNA5SP18"
0,0,0,0,0,0,0,0,"RNA5SP244"
0,0,0,0,0,0,0,0,"RNU6-930P"
0,0,0,0,0,0,0,0,"AL445164.1"
0,0,0,0,0,0,0,0,"RNA5SP219"
0,0,0,0,0,0,0,0,"RNU6-360P"
0,0,0,0,0,0,0,0,"RNU6-278P"
0,0,0,0,0,0,0,0,"RNU6-750P"
0,0,0,0,0,0,0,0,"AC093523.1"
0,0,0,0,0,0,0,0,"RNA5SP376"
1,0,0,0,1,0,0,0,"RNU6-1176P"
0,0,0,0,0,0,0,0,"RNA5SP176"
0,0,0,0,0,0,0,0,"RNU6-308P"
0,0,0,0,0,0,0,0,"RNU6-724P"
0,0,0,0,0,0,0,0,"SNORD65C"
0,0,0,0,0,0,0,0,"RNA5SP185"
0,0,0,1,0,0,0,0,"AL390877.1"
0,0,0,0,0,0,0,0,"RNU6-788P"
0,0,0,0,0,0,0,0,"AL359396.1"
0,0,0,0,0,0,0,0,"AC090821.1"
0,0,0,0,0,0,0,0,"RNA5SP292"
0,0,0,0,0,0,0,0,"AC091857.1"
0,0,0,0,0,0,0,0,"AC012435.1"
0,0,0,0,0,0,0,0,"RNA5SP256"
0,0,0,0,0,0,0,0,"RNU6-578P"
7,3,11,3,4,3,5,6,"SNORD89"
0,0,0,0,0,0,0,0,"RNA5SP339"
0,0,0,0,0,0,0,0,"RNU6-239P"
0,0,0,0,0,0,0,0,"AL137247.1"
0,0,0,0,0,0,0,0,"SNORD28B"
0,0,0,0,0,0,0,0,"SNORD72"
0,0,0,0,0,0,0,0,"RNU6-821P"
0,0,0,0,0,0,0,0,"RNU6-1009P"
0,0,0,0,0,0,0,0,"AL135998.2"
0,0,0,0,0,0,0,0,"RNU6-1154P"
0,0,0,0,0,0,0,0,"SNORD12"
0,0,0,0,0,0,0,0,"RNU6-679P"
0,0,0,0,0,0,0,0,"AC090695.1"
0,0,0,0,0,0,0,0,"RNA5SP23"
0,1,0,0,0,0,0,0,"SNORD70B"
0,0,0,0,0,0,0,0,"RNA5SP109"
0,0,0,0,0,0,0,0,"RNU6-1307P"
0,0,0,0,0,0,0,0,"RNU6-1228P"
0,0,0,0,0,0,0,0,"AC084198.2"
0,0,0,0,0,0,0,0,"AL670318.1"
0,0,0,0,0,0,0,0,"RNU6-129P"
0,0,0,0,0,0,0,0,"AL359759.1"
0,0,0,0,0,0,0,0,"RNU6-882P"
0,0,0,0,0,0,0,0,"RNU6-316P"
0,0,0,0,0,0,0,0,"RNU6-244P"
0,0,0,0,0,0,0,0,"RNA5SP297"
0,0,0,0,0,0,0,0,"RNU6-780P"
0,0,0,0,0,0,0,0,"RNA5SP213"
0,0,0,0,0,0,0,0,"AL135998.3"
0,0,0,0,0,0,0,0,"RNA5SP210"
0,0,0,0,0,0,0,0,"AL512326.2"
0,0,0,0,0,0,0,0,"RNU6-739P"
0,0,0,0,0,0,0,0,"AC103725.1"
0,0,0,0,0,0,0,0,"RNU6-823P"
0,0,0,0,0,0,0,0,"RNU6-700P"
0,0,0,0,0,0,0,0,"AL031584.1"
0,0,0,0,0,0,0,0,"RNU6-1300P"
0,0,0,0,0,0,0,0,"RNU6-1242P"
0,0,0,0,0,0,0,0,"RNU6-837P"
0,0,0,0,0,0,0,0,"RNU6-550P"
0,0,0,0,1,0,1,1,"RNU6-1177P"
0,0,0,0,0,0,0,0,"AC010501.1"
0,0,0,0,0,0,0,0,"RNA5SP332"
0,0,0,0,0,0,0,0,"RNU6-1246P"
0,0,0,0,0,0,0,0,"RNU6-1000P"
0,0,0,0,0,0,0,0,"RNU6-482P"
7,1,2,8,7,7,2,20,"AF111168.1"
0,0,0,0,0,0,0,0,"RNA5SP171"
0,0,0,0,0,0,0,0,"RNU6-401P"
0,0,0,0,0,0,0,0,"AL139003.1"
0,0,0,0,0,0,0,0,"AC092630.1"
0,0,0,0,0,0,0,0,"RNU6-269P"
0,0,0,0,0,0,0,0,"SNORD115-45"
0,0,0,0,0,0,0,0,"RNU6-159P"
0,0,0,0,0,0,0,0,"AC121758.1"
0,0,0,0,0,0,0,0,"SNORD113-2"
0,0,1,0,3,1,1,3,"RNU6-817P"
0,3,3,2,2,1,1,0,"RNU6-1055P"
0,0,0,0,0,0,0,0,"RNU6-796P"
0,0,0,0,0,0,0,0,"RNU6-1275P"
0,0,0,0,0,0,0,0,"AC073149.1"
0,0,0,0,0,0,0,0,"AC092418.1"
0,0,0,0,0,0,0,0,"AL160271.1"
0,0,0,0,0,0,0,0,"RNA5SP323"
0,0,0,0,0,0,0,0,"AP003063.1"
0,0,0,0,0,0,0,0,"RNU6-1248P"
0,0,1,2,1,0,0,0,"SNORA74B"
0,0,0,0,0,0,0,0,"AC105396.1"
0,0,0,0,0,0,0,0,"RNU6-663P"
0,0,0,0,0,0,0,0,"RNY4P18"
1,1,2,1,8,9,1,3,"RNU6-932P"
0,0,0,0,0,0,0,0,"AL160060.1"
0,1,0,0,0,0,0,0,"RNU11-3P"
0,0,0,0,0,0,0,0,"SNORD77B"
0,0,0,0,0,0,0,0,"AC018515.1"
0,1,0,0,1,0,0,0,"RNY4P36"
0,1,0,0,0,0,0,0,"RNU6-1111P"
0,0,0,0,0,0,0,0,"AL136367.1"
0,0,0,0,0,0,0,0,"AC004879.1"
0,0,0,0,0,0,0,0,"RNU1-119P"
0,0,0,0,0,0,0,0,"RNA5SP105"
0,0,0,0,0,0,0,0,"AC124303.1"
0,0,0,0,0,0,0,0,"RNU11-6P"
0,0,0,0,0,0,0,0,"AC092821.1"
0,0,0,0,0,0,0,0,"RNA5SP252"
0,0,0,0,0,0,0,0,"AC002416.1"
0,0,0,0,0,0,0,0,"AC009533.2"
0,0,0,0,0,0,0,0,"RNU6-1269P"
0,0,0,0,0,0,0,0,"RNU6-243P"
2,3,0,1,1,4,4,2,"SNORA53"
0,0,0,0,0,0,0,0,"AC130462.2"
0,0,0,0,0,0,0,1,"RNU6-131P"
0,0,0,0,0,0,0,0,"SNORD90"
0,0,0,0,0,0,0,0,"AC008128.1"
0,0,0,0,0,0,0,0,"RNU6-241P"
0,1,1,0,0,1,0,0,"RNU11-4P"
7,19,17,11,20,12,14,20,"SNORD69"
0,0,0,0,0,0,0,0,"RNA5SP286"
0,0,0,0,0,0,0,0,"AC079802.1"
0,0,0,0,0,0,0,0,"RNU6-644P"
0,0,0,0,0,0,0,0,"AC092535.1"
0,0,0,0,0,0,0,0,"RNU6-695P"
0,0,0,0,0,0,0,0,"RNU6-460P"
0,0,0,0,0,0,0,0,"AC078860.1"
1,1,2,0,0,0,0,2,"SNORA12"
0,0,0,0,0,0,0,0,"RNU6-952P"
0,0,0,0,0,0,0,0,"RNU6-754P"
0,0,0,0,0,1,0,0,"RNU6-1158P"
0,0,0,0,0,0,0,0,"RNU1-101P"
0,0,0,0,0,0,0,0,"RNU6-400P"
0,0,0,0,0,0,0,0,"AF124730.1"
0,0,0,0,0,0,0,0,"RNU6-530P"
0,0,0,0,0,0,0,0,"RNU6-1197P"
0,0,0,0,0,0,0,0,"RNU6-1109P"
0,0,0,0,0,0,0,0,"AC104066.2"
5,7,10,2,5,6,4,14,"SNORD19"
0,0,0,0,0,0,0,0,"RNU6-332P"
0,0,0,0,0,0,0,0,"RNU6-1093P"
0,0,0,0,1,0,0,0,"RNA5SP465"
0,0,0,0,0,0,0,0,"SNORD86"
0,0,0,0,0,0,0,0,"RNA5SP300"
0,0,0,0,0,0,0,0,"RNA5SP299"
0,0,0,0,0,0,0,0,"RNU6-972P"
0,0,0,0,0,0,0,0,"AC018563.1"
0,0,0,0,0,0,0,0,"AL691482.1"
0,0,0,0,0,0,0,0,"RNU6-1268P"
0,0,0,0,0,0,0,0,"AL121924.1"
0,0,0,0,0,0,0,0,"RNU11-5P"
0,0,0,0,0,0,0,0,"RNU6-1250P"
0,1,0,0,0,0,0,0,"RNU6-918P"
0,0,0,0,0,0,0,0,"RNA5SP212"
0,0,0,0,0,0,0,0,"RNU6-466P"
0,0,0,0,0,0,0,0,"RNA5SP63"
0,0,0,0,0,0,0,0,"SNORD115-47"
0,0,0,0,0,0,0,0,"AC024561.1"
0,0,0,0,0,0,0,0,"AL365219.1"
0,0,0,0,0,0,0,0,"AC008013.1"
0,0,1,0,0,1,0,2,"SNORD70"
0,0,0,0,0,0,0,1,"RNU6-808P"
3,2,3,2,3,0,0,2,"RNA5SP474"
0,0,0,0,0,0,0,0,"AL358875.1"
0,0,0,0,0,0,0,0,"AC012301.1"
0,0,1,0,2,0,0,0,"RNU6-510P"
0,0,1,1,0,0,0,0,"RNA5SP496"
0,0,0,0,0,0,0,0,"RNU6-337P"
0,0,0,0,0,0,0,0,"RNU6-995P"
1,0,4,0,2,0,1,1,"RNA5SP354"
0,0,0,0,0,0,0,0,"RNU1-78P"
0,0,0,0,0,0,0,0,"AL078612.1"
0,0,0,0,0,0,0,0,"AL138702.1"
0,0,0,0,0,0,0,0,"RNU6-192P"
0,0,0,0,0,0,0,0,"AC112482.1"
0,0,0,0,1,0,0,0,"AC104794.1"
0,0,0,0,0,0,0,0,"RNA5SP35"
0,0,0,0,0,0,0,0,"RNU6-630P"
0,0,0,0,0,0,0,0,"RNU6-381P"
0,0,0,0,0,0,0,0,"RNU6-1326P"
0,0,0,0,0,0,0,0,"AC068531.1"
0,0,0,0,0,0,0,0,"AC008810.1"
0,1,0,0,0,0,0,0,"RNU6-1254P"
0,0,0,0,0,0,0,0,"AC000050.1"
0,0,0,0,0,0,0,0,"RNA5SP482"
0,0,0,0,0,0,0,0,"RNU6-903P"
0,0,1,0,0,0,0,0,"RNA5SP467"
0,0,0,0,0,0,0,0,"AL033519.1"
0,0,0,0,0,0,0,0,"AC078994.1"
0,0,0,0,0,0,0,1,"AC007966.1"
0,0,0,0,0,0,0,0,"RNU6-587P"
0,0,0,0,0,0,0,0,"AL035555.1"
0,0,0,0,0,0,0,0,"SNORA40C"
1,3,4,1,1,4,4,8,"SNORA26"
0,0,0,0,0,0,0,0,"AL592546.1"
0,0,0,0,0,0,0,0,"AC003109.1"
0,0,0,0,0,0,0,0,"AC008915.1"
0,0,0,0,0,0,0,0,"AC084364.1"
0,0,0,0,0,0,0,0,"RNA5SP525"
0,0,0,0,0,0,0,0,"RNU6-876P"
0,0,0,0,0,0,0,0,"AC095349.1"
0,0,0,0,0,0,0,0,"RNU6-279P"
0,0,0,0,0,0,0,0,"RNA5SP53"
0,0,0,0,0,0,0,0,"AC044913.1"
0,0,0,1,1,1,0,5,"RNU1-56P"
3,14,5,4,10,5,10,11,"SNORA3B"
0,0,0,0,0,0,0,0,"AC112218.1"
0,0,0,0,0,0,0,0,"RNU1-139P"
0,0,0,0,0,0,0,0,"AC092015.1"
0,0,0,0,0,0,0,0,"AC236668.2"
0,0,0,0,0,0,0,0,"RNU6-1239P"
0,0,0,0,0,0,0,0,"AL121809.1"
0,0,0,0,0,0,0,0,"AC090286.2"
0,0,0,0,0,0,0,0,"AC118141.1"
0,0,0,0,0,0,0,0,"RNU6-493P"
0,0,0,0,0,0,0,0,"AL050343.1"
0,0,0,0,0,0,0,0,"RNA5SP397"
0,0,0,0,0,0,0,0,"AP005270.1"
0,0,0,0,0,0,0,0,"RNA5SP241"
0,0,0,0,0,0,0,0,"ZRSR2P1"
0,0,0,0,0,0,0,0,"KRTAP16-1"
0,0,0,0,0,0,0,0,"KRTAP29-1"
0,0,0,0,0,0,0,0,"KRTAP9-6"
0,0,0,0,0,0,0,1,"AC003035.1"
1,8,7,1,1,3,5,4,"AC064799.1"
405,810,853,358,559,466,505,974,"LINC01089"
0,1,0,0,0,0,0,0,"AL583805.1"
0,0,0,0,0,0,0,0,"CTAGE1"
0,0,0,0,0,0,0,0,"AP002414.1"
0,0,0,0,0,0,0,0,"DEFB117"
615,665,938,527,903,743,589,1288,"LINC02693"
0,0,0,0,0,0,0,0,"KRTAP4-11"
0,0,0,0,0,0,0,0,"KRTAP4-9"
0,0,0,0,0,0,0,0,"KRTAP2-3"
0,0,0,0,0,0,0,0,"KRTAP2-1"
3,11,7,3,1,4,1,8,"LINC02656"
390,638,624,410,485,565,545,789,"RTL8B"
8,30,15,14,11,13,18,32,"EWSAT1"
0,4,2,1,0,4,1,6,"HMGN2P8"
1,2,3,0,1,0,2,5,"ST13P5"
21,44,42,25,19,22,34,44,"RPL15P3"
0,0,1,0,0,0,0,1,"OR2A42"
0,1,1,0,0,2,1,1,"RPS26P3"
0,0,0,0,0,0,0,0,"TTTY2"
0,0,0,0,0,0,0,0,"TTTY2B"
240,525,415,234,359,321,364,540,"RNF208"
0,0,0,0,0,0,0,0,"KRTAP3-3"
0,0,0,0,0,0,0,0,"KRTAP3-2"
0,0,0,0,0,0,0,0,"KRTAP3-1"
18384,20597,23318,18780,23626,24002,26280,29642,"MT-ND4L"
185,294,259,84,232,214,174,290,"MAP10"
0,0,0,0,0,0,0,0,"AC093281.1"
0,0,0,0,0,0,0,0,"RPL23AP4"
0,0,0,0,0,0,0,0,"KRTAP12-4"
0,0,1,0,0,0,0,0,"KRTAP10-3"
0,0,0,0,0,0,0,0,"KRTAP6-3"
0,0,0,1,0,0,0,0,"Z97192.1"
0,0,0,0,0,0,0,1,"BX005266.1"
0,3,0,0,5,1,0,0,"BX088651.1"
2,0,0,1,1,1,0,2,"HNRNPA1P40"
0,0,1,0,0,0,0,0,"AC016747.1"
