"HBCx14_Cisplatin1","HBCx14_chemonaive1","HBCx14_Cisplatin2","HBCx14_chemonaive2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","HBCx14_chemonaive3","Symbol"
27,59,26,53,29,33,27,57,"MIR200A"
0,0,0,0,0,0,0,0,"MIR127"
0,0,0,0,0,0,0,0,"MIR491"
0,7,1,5,2,2,3,2,"MIR149"
0,0,1,0,0,0,0,0,"MIR604"
0,0,0,0,0,1,0,4,"MIR181C"
0,4,1,0,2,0,0,2,"MIR193A"
0,0,0,0,0,0,0,0,"MIR515-2"
0,0,0,0,0,0,0,0,"MIR515-1"
0,0,0,0,0,1,1,1,"MIR3074"
0,0,0,0,0,0,0,0,"MIR585"
0,0,0,0,0,0,0,0,"MIR516A2"
0,0,0,0,0,0,0,0,"MIR619"
0,0,0,0,0,0,0,0,"MIR194-1"
0,0,0,0,0,0,0,0,"MIR128-2"
0,0,0,0,0,0,0,0,"MIR562"
0,0,0,0,0,0,0,1,"MIR581"
0,0,0,0,0,0,0,0,"MIR651"
0,0,0,0,0,0,0,0,"MIR526A1"
0,0,0,0,0,0,0,0,"MIR7-3"
1,2,1,0,0,1,0,1,"MIR641"
3,0,0,0,0,1,1,0,"MIR588"
1,0,0,0,0,0,0,0,"MIR505"
0,0,0,0,0,0,0,0,"MIR521-1"
0,0,0,0,0,0,0,0,"MIR499A"
0,0,0,0,0,0,0,0,"MIR595"
0,0,0,0,0,0,0,0,"MIR99A"
0,0,0,0,0,0,0,0,"MIR193B"
0,0,0,0,0,0,0,0,"MIR510"
0,0,0,0,0,0,0,0,"MIR571"
0,0,0,0,0,0,0,0,"MIR512-2"
0,0,0,0,0,0,0,0,"MIR512-1"
0,0,0,0,0,0,0,0,"MIR655"
0,0,0,0,0,0,0,0,"MIR153-1"
0,0,0,0,0,0,0,0,"MIR138-2"
0,0,0,0,0,0,0,0,"MIR570"
0,0,0,0,0,0,0,0,"MIR28"
0,0,0,0,0,0,0,0,"MIR621"
1,1,1,0,0,0,0,0,"MIR558"
0,0,0,0,0,0,0,0,"MIR128-1"
0,0,0,0,0,0,0,0,"MIR489"
2,0,0,0,0,0,0,1,"MIR548AA2"
1,0,0,0,0,0,0,0,"MIR548A2"
0,0,0,0,0,0,0,0,"MIR183"
0,0,0,0,0,0,0,0,"MIR592"
0,1,0,1,0,0,0,0,"MIR602"
0,0,0,0,0,0,0,0,"MIR184"
1,3,0,2,1,1,2,0,"MIR659"
0,4,0,5,1,2,0,2,"MIR573"
0,0,0,0,0,0,0,0,"MIR32"
0,0,0,0,0,0,0,0,"MIR518A2"
0,0,0,0,0,0,0,0,"MIR597"
0,0,0,0,0,0,0,0,"MIR211"
0,0,0,0,0,0,0,0,"MIR7-2"
0,0,0,0,0,0,0,0,"MIR548AA1"
0,0,0,0,0,0,0,0,"MIR129-1"
0,0,0,0,0,0,0,0,"MIR518F"
2,3,0,1,2,0,1,4,"MIR141"
0,0,0,0,0,0,0,0,"MIR525"
0,0,0,0,0,0,0,0,"MIR627"
3,3,2,5,0,1,0,2,"MIR200C"
0,0,0,0,0,0,0,0,"MIR584"
0,0,0,0,0,0,0,0,"MIR572"
0,0,0,0,0,0,0,0,"MIR551B"
0,0,0,1,0,0,0,1,"MIR623"
7,13,1,19,4,8,3,12,"MIR186"
0,0,0,0,0,0,0,0,"MIR520B"
1,0,2,0,0,0,1,1,"MIR222"
0,1,0,0,0,0,0,1,"MIR455"
0,0,0,0,0,0,0,0,"MIR449B"
1,0,0,1,0,0,0,0,"MIR556"
24,62,42,58,33,53,31,65,"MIR200B"
0,0,0,0,0,0,0,0,"MIR506"
0,0,0,0,0,0,0,0,"MIR218-1"
0,0,0,0,0,0,0,0,"MIR517A"
0,0,0,0,0,0,0,0,"MIR520D"
0,0,0,1,0,0,0,0,"MIR657"
0,1,0,0,0,1,1,2,"MIR181B2"
0,0,0,0,0,0,0,0,"MIR520C"
0,0,0,0,0,0,1,0,"MIR218-2"
21,25,3,33,5,6,7,22,"MIR590"
0,0,0,0,0,0,0,0,"MIR487A"
0,0,0,0,0,0,0,0,"MIR495"
0,0,0,0,0,0,0,0,"MIR10B"
0,1,0,0,0,0,0,0,"MIR575"
0,0,0,0,0,0,0,0,"MIR299"
2,6,0,2,1,2,0,3,"MIR553"
13,24,15,22,12,15,12,19,"AP000553.1"
0,0,0,0,0,0,0,0,"MIR199A1"
0,0,0,0,0,0,0,0,"MIR487B"
0,0,0,0,0,0,0,0,"MIR450A2"
0,0,0,1,0,0,0,0,"MIR580"
2,8,3,13,6,9,2,15,"MIR93"
0,0,0,0,0,0,0,0,"MIR532"
0,0,0,0,0,0,0,0,"MIR181A1"
0,0,0,0,0,0,0,0,"MIR329-1"
0,0,0,0,0,0,0,0,"MIR329-2"
0,0,0,0,0,0,0,0,"MIR617"
0,1,0,0,0,0,0,0,"MIR626"
0,0,0,0,0,0,0,0,"MIR516A1"
0,0,0,0,0,0,0,0,"MIR188"
0,0,0,0,0,0,0,0,"MIR586"
0,0,0,0,0,0,0,0,"MIR550A1"
0,0,0,0,0,0,0,0,"MIR642A"
0,0,0,0,0,0,0,0,"MIR548A1"
2,1,1,1,1,9,1,4,"MIR551A"
0,0,0,0,0,0,0,0,"MIR3591"
0,0,0,0,1,0,0,0,"MIR15B"
0,0,0,0,2,0,0,1,"MIR648"
0,0,0,0,0,0,0,0,"MIR625"
0,0,0,0,0,0,0,0,"MIR150"
0,0,0,0,0,0,0,0,"MIR542"
0,0,0,0,0,0,0,0,"MIR500A"
0,0,0,0,0,0,0,0,"MIR519C"
1,0,1,0,0,0,1,0,"MIR26A2"
0,0,0,2,0,0,0,0,"MIR187"
0,0,0,0,0,0,0,0,"MIR216A"
0,0,0,0,0,0,0,0,"MIR520G"
0,0,0,0,0,0,0,0,"MIR504"
0,0,0,0,0,0,0,0,"MIR646"
0,0,0,0,0,0,0,0,"MIR518A1"
0,0,0,0,0,0,0,0,"MIR599"
0,0,0,0,0,0,0,0,"MIR483"
0,0,0,0,0,0,0,0,"MIR95"
0,0,0,0,0,0,0,0,"MIR27A"
0,0,0,0,0,0,0,0,"MIR519E"
0,0,0,0,0,0,0,0,"MIR34B"
0,0,0,0,0,0,0,0,"MIR605"
0,0,0,0,0,0,0,0,"MIR147A"
0,0,0,0,0,0,2,5,"MIR563"
0,0,0,0,0,0,0,0,"MIR124-2"
0,0,0,0,0,0,0,0,"MIR105-2"
0,0,0,0,0,0,0,1,"MIR545"
0,0,0,0,0,0,0,0,"MIR640"
0,0,0,0,0,0,0,0,"MIR519B"
0,0,0,0,0,0,0,0,"MIR596"
0,0,0,0,0,0,0,0,"MIR30A"
0,0,0,0,0,0,0,0,"MIR517B"
0,0,0,0,0,0,0,0,"MIR517C"
1,1,0,2,2,0,0,2,"MIR33B"
0,0,0,0,0,0,0,0,"MIR520H"
0,0,0,0,0,0,0,0,"MIR518B"
0,0,0,0,0,0,0,0,"MIR125B2"
19,12,8,18,18,15,12,31,"MIR27B"
0,0,0,0,0,0,0,0,"MIR514A2"
0,0,0,0,0,0,0,0,"MIR514A3"
0,0,0,0,0,0,0,0,"MIR514A1"
0,0,0,0,0,0,0,0,"MIR498"
1,2,3,2,0,0,0,5,"MIR221"
0,0,0,0,0,0,0,0,"MIR513B"
0,0,0,0,0,0,0,0,"MIR513A1"
0,0,0,0,0,0,0,0,"MIR610"
0,0,0,0,0,0,0,0,"AC104450.1"
7,13,3,8,3,1,0,0,"MIR559"
0,4,0,2,0,0,2,0,"MIR196A2"
0,0,0,0,0,0,0,0,"MIR516B2"
0,0,0,0,0,0,0,0,"MIR135A1"
0,0,0,0,0,0,0,0,"MIR302A"
0,0,0,1,0,0,0,0,"MIR603"
0,0,0,0,0,0,0,0,"MIR577"
0,0,0,0,0,0,0,0,"MIR33A"
0,0,0,0,0,0,0,0,"MIR9-1"
0,0,0,0,0,0,0,0,"MIR654"
0,0,0,0,0,0,0,0,"MIR204"
0,0,0,0,0,0,0,0,"MIR511"
0,0,0,1,0,0,1,1,"MIR567"
0,0,0,0,0,0,0,0,"MIR552"
0,0,0,0,0,0,0,0,"MIR136"
0,0,0,0,0,0,0,0,"MIR634"
0,1,0,0,1,0,3,0,"MIR574"
0,0,0,0,0,0,0,0,"MIR516B1"
0,0,0,0,1,0,0,0,"MIR152"
0,0,0,0,1,0,0,0,"MIR328"
0,0,0,0,0,0,0,0,"MIR561"
0,0,0,0,0,0,0,0,"MIR624"
0,0,0,0,0,1,0,0,"MIR138-1"
0,0,0,0,0,0,0,0,"AL359091.1"
0,0,0,0,0,0,0,0,"MIR579"
0,0,0,0,0,0,0,0,"MIR105-1"
0,0,0,0,0,0,0,0,"MIR656"
0,0,0,0,0,0,0,0,"MIR153-2"
0,0,0,0,0,0,0,0,"MIR496"
0,0,0,0,1,2,0,1,"MIR30C1"
0,0,0,0,0,0,0,0,"MIR569"
0,0,0,0,0,0,0,0,"MIR629"
0,0,0,0,0,0,0,0,"MIR620"
0,0,0,0,0,0,0,0,"MIR507"
0,0,0,0,0,0,0,0,"MIR660"
0,0,0,0,0,0,0,0,"MIR125B1"
0,0,0,0,0,0,0,0,"MIR638"
1,8,2,3,4,1,3,1,"MIR589"
0,0,0,0,0,0,0,0,"MIR557"
0,3,1,2,0,0,0,0,"MIR181B1"
0,0,0,0,0,0,0,0,"MIR607"
0,0,0,0,0,0,0,0,"MIR154"
0,0,0,0,0,0,0,0,"MIR527"
0,0,0,0,0,0,0,0,"MIR23A"
0,0,0,0,0,0,0,0,"MIR519D"
0,0,0,0,0,0,0,0,"MIR548B"
2,2,0,0,1,3,2,1,"MIR613"
0,0,0,0,0,0,0,0,"MIR513A2"
0,0,0,0,0,0,0,0,"MIR518E"
0,0,0,1,0,0,0,1,"MIR576"
0,0,0,0,0,0,0,0,"MIR493"
0,0,0,0,0,3,0,0,"MIR182"
0,0,0,0,3,0,1,1,"MIR601"
0,0,0,0,0,0,0,0,"MIR519A1"
0,0,0,0,0,0,0,0,"MIR134"
0,0,0,0,0,0,0,0,"MIR100"
0,0,0,0,0,0,0,0,"MIR325"
0,0,0,0,0,0,0,0,"MIR301A"
0,0,0,0,0,0,0,0,"MIR644A"
0,0,0,0,0,0,0,0,"MIR509-1"
0,0,0,0,0,0,0,0,"MIR431"
1,1,1,1,1,3,2,2,"MIR643"
0,0,0,0,0,0,0,0,"MIR549A"
0,0,0,0,0,0,0,0,"MIR323B"
0,0,0,0,0,0,0,0,"MIR503"
0,0,0,0,0,0,0,0,"MIR16-1"
0,0,0,0,0,0,0,0,"MIR125A"
1,1,2,1,0,1,1,1,"MIR130A"
0,0,0,0,0,0,0,0,"MIRLET7F2"
0,0,0,0,0,0,0,0,"MIR652"
0,0,0,0,0,0,0,0,"MIR653"
0,0,0,0,0,0,0,0,"MIR362"
1,0,0,0,2,1,1,1,"MIR140"
0,0,0,1,0,0,1,2,"MIR645"
0,0,0,0,0,0,0,0,"MIR618"
0,0,0,0,0,0,0,0,"MIR185"
0,0,0,0,0,0,0,0,"MIR199A2"
0,0,0,1,0,0,0,0,"MIR591"
0,0,0,0,0,0,0,0,"MIR485"
2,6,0,1,0,3,2,5,"MIR616"
0,0,0,0,0,0,0,0,"MIR548A3"
0,0,0,0,0,0,0,0,"MIR609"
6,5,4,9,3,0,8,10,"MIR106B"
0,2,0,1,0,2,0,0,"MIR320A"
1,0,1,1,0,2,0,3,"SNORA40B"
10,18,8,13,16,10,13,30,"SNORD94"
0,0,0,0,0,0,0,0,"SNORD73A"
0,0,0,0,0,0,0,0,"SNORA35"
0,0,0,0,0,0,0,0,"SNORD96B"
0,0,0,2,1,0,0,2,"SNORA49"
1,1,2,2,2,0,1,0,"SNORD12C"
1,1,4,0,0,4,4,4,"MT-TL1"
0,0,0,0,0,0,0,0,"SNORD83B"
2,4,1,1,1,2,4,2,"SNORD83A"
0,0,0,0,0,0,0,0,"SNORA48"
0,0,0,0,0,0,0,0,"SNORD105"
1,1,0,5,0,1,0,5,"SNORD41"
1,2,5,1,4,4,0,0,"MT-TF"
2,8,2,3,0,8,1,3,"MT-TV"
156838,286353,158147,314349,178317,218450,175126,358239,"MT-RNR2"
79,65,62,110,66,94,34,78,"MT-TI"
90,179,91,196,106,145,90,218,"MT-TQ"
3,2,4,3,3,4,2,3,"MT-TM"
15,12,8,19,21,19,13,17,"MT-TW"
9,21,7,13,12,9,6,22,"MT-TA"
0,0,0,0,0,0,0,0,"MT-TN"
0,0,0,0,2,0,0,0,"MT-TC"
4,17,8,16,8,13,10,11,"MT-TY"
98,86,76,85,81,127,123,151,"MT-TS1"
2,2,2,1,3,4,3,1,"MT-TD"
0,0,0,0,0,0,0,0,"MT-TK"
0,0,0,0,0,0,0,0,"MT-TG"
0,0,0,0,0,0,0,0,"MT-TR"
0,0,0,0,0,0,0,1,"MT-TH"
0,0,0,0,0,0,0,0,"RNU6ATAC4P"
1,1,0,0,0,0,0,0,"MT-TS2"
0,0,0,0,0,0,0,0,"MT-TL2"
16,45,13,33,9,9,18,25,"MT-TE"
14,62,8,32,22,16,10,26,"MT-TT"
25,59,22,67,21,28,21,69,"MT-TP"
0,0,1,0,0,0,0,0,"RNU6ATAC2P"
0,0,0,0,0,0,0,0,"RNU6ATAC3P"
0,0,0,0,0,0,0,0,"MIR196A1"
0,0,0,0,0,0,0,0,"SNORA40"
0,0,0,0,0,0,0,0,"RNU6ATAC5P"
0,0,0,0,0,0,0,1,"RNU6ATAC26P"
0,0,0,0,0,0,0,0,"MIR190A"
154,107,204,94,110,197,211,139,"GPX3"
2,3,0,1,0,4,1,2,"DIO2"
381,630,338,644,380,443,314,929,"SELENOH"
40,55,36,76,32,56,27,84,"GNRHR2"
2,1,2,3,3,1,1,4,"DIO1"
66,111,68,87,83,90,62,106,"AKR7L"
1744,4000,1373,4368,1874,2498,2231,5187,"STK38L"
872,1260,627,1253,733,981,861,1762,"SACM1L"
9960,17584,9834,17106,10195,12253,10643,19218,"MT-RNR1"
2560,4678,2120,4341,2942,3395,2914,5700,"TSN"
0,0,0,0,0,0,0,0,"MIR320D1"
4,2,1,1,3,2,3,5,"MIR320E"
2,0,0,0,0,0,2,2,"MIR454"
0,0,0,0,0,0,0,0,"MIR216B"
0,0,0,0,0,0,0,0,"MIR526A2"
0,0,0,0,0,0,0,0,"MIR501"
0,0,0,0,0,0,0,0,"MIR320B1"
0,0,0,0,0,0,0,0,"MIR3065"
0,0,0,0,0,0,0,0,"MIR670"
0,0,0,0,0,0,0,0,"MIR770"
0,0,1,0,0,0,0,1,"MIR760"
0,0,0,0,0,0,0,0,"MIR766"
0,0,0,0,0,0,0,0,"MIR759"
0,1,0,2,0,0,1,0,"MIR769"
0,1,0,1,1,0,0,5,"MIR765"
0,0,0,0,0,0,0,0,"MIR758"
0,0,0,0,0,0,0,0,"MIR767"
152,200,166,197,197,188,137,229,"SLC48A1"
0,0,0,0,0,0,0,0,"MIR802"
9,5,4,17,13,6,4,26,"MIR762"
0,0,0,0,0,0,0,0,"IGKC"
0,0,0,0,0,0,0,0,"IGKJ5"
0,0,0,0,0,0,0,0,"IGKJ4"
0,0,0,0,0,0,0,0,"IGKJ3"
0,0,0,0,0,0,0,0,"IGKJ2"
0,0,0,0,0,0,0,0,"IGKJ1"
0,0,0,0,0,0,0,0,"IGKV4-1"
0,0,0,0,0,0,0,0,"IGKV5-2"
0,0,0,0,0,0,0,0,"IGKV6-21"
0,0,0,0,0,0,0,0,"IGKV2D-26"
0,0,0,0,0,0,0,0,"IGKV3D-20"
0,0,0,0,0,0,0,0,"IGKV6D-41"
0,0,0,0,0,0,0,0,"IGKV3D-11"
0,0,0,0,0,0,0,0,"IGKV1D-42"
0,0,0,0,0,0,0,0,"IGLV4-69"
0,0,0,0,0,0,0,0,"IGLV8-61"
0,0,0,0,0,0,0,0,"IGLV4-60"
0,0,0,0,0,0,0,0,"IGLV6-57"
0,0,0,0,0,0,0,0,"IGLV11-55"
0,0,0,0,0,0,0,0,"IGLV10-54"
1,3,0,2,3,0,0,5,"IGLV5-52"
1,2,0,0,0,0,1,0,"IGLV1-51"
0,0,1,2,1,0,2,2,"IGLV1-50"
0,0,0,0,0,0,0,0,"IGLV5-48"
0,0,0,0,0,0,0,0,"IGLV1-47"
0,0,0,0,0,0,0,0,"IGLV7-46"
0,0,0,0,0,0,0,0,"IGLV5-45"
0,0,0,0,0,0,0,0,"IGLV1-44"
0,0,0,0,0,0,0,0,"IGLV7-43"
0,0,0,0,0,0,0,0,"IGLV1-40"
0,0,0,0,0,0,0,0,"IGLV5-37"
0,0,0,0,0,0,0,0,"IGLV1-36"
0,0,0,0,0,0,0,0,"IGLV2-33"
0,0,0,0,0,0,0,0,"IGLV3-32"
0,0,0,0,0,0,0,0,"IGLV3-27"
0,0,0,0,0,0,0,0,"IGLV3-25"
0,0,0,0,0,0,0,0,"IGLV2-23"
0,0,0,0,0,0,0,0,"IGLV3-22"
0,0,0,0,0,0,0,0,"IGLV3-21"
0,0,0,0,0,0,0,0,"IGLV3-19"
0,0,0,0,0,0,0,0,"IGLV2-18"
0,0,0,0,0,0,0,0,"IGLV3-16"
0,0,0,0,0,0,0,0,"IGLV2-14"
0,0,0,0,0,0,0,0,"IGLV3-12"
0,0,0,0,0,0,0,0,"IGLV2-11"
0,0,0,0,0,0,0,0,"IGLV3-10"
0,0,0,0,0,0,0,0,"IGLV3-9"
0,0,0,0,0,0,0,0,"IGLV4-3"
0,0,0,0,0,0,0,0,"IGLV3-1"
0,0,0,0,0,0,0,0,"IGLJ1"
0,0,0,0,0,0,0,0,"IGLC1"
0,0,0,0,0,0,0,0,"IGLJ2"
0,0,0,0,0,0,0,0,"IGLC2"
0,0,0,0,0,0,0,0,"IGLJ3"
0,0,0,0,0,0,0,0,"IGLC3"
0,0,0,0,0,0,0,0,"IGLJ4"
0,0,0,0,0,0,0,0,"IGLJ5"
0,0,0,0,0,0,0,0,"IGLJ6"
4,3,0,10,3,3,3,3,"AP000346.1"
0,0,0,0,0,0,0,0,"IGLJ7"
0,0,0,0,0,0,0,0,"IGLC7"
0,0,0,0,0,0,0,0,"TRGJ2"
0,0,0,0,0,0,0,0,"TRGJP2"
0,0,0,0,0,0,0,0,"TRGC1"
0,0,0,0,0,0,0,0,"TRGJ1"
0,0,0,0,0,0,0,0,"TRGJP"
0,0,0,0,0,0,0,0,"TRGJP1"
0,0,0,0,0,0,0,0,"TRGV11"
0,0,0,0,0,0,0,0,"TRGV10"
0,0,0,0,0,0,0,0,"TRGV9"
0,0,0,0,0,0,0,0,"TRGV8"
0,0,0,0,0,0,0,0,"TRGV5"
0,0,0,0,0,0,0,0,"TRGV4"
0,0,0,0,0,0,0,0,"TRGV3"
0,0,0,0,0,0,0,0,"TRGV1"
0,0,0,0,0,0,0,0,"TRBV6-1"
0,0,0,0,0,0,0,0,"TRBV7-1"
0,0,0,0,0,0,0,0,"TRBV4-1"
0,0,0,0,0,0,0,0,"TRBV6-4"
0,1,0,0,0,0,0,0,"TRBV7-3"
0,0,0,0,0,0,0,0,"TRBV5-3"
0,0,0,0,0,0,0,0,"TRBV9"
0,0,0,0,0,0,0,0,"TRBV10-1"
0,0,0,0,0,0,0,0,"TRBV11-1"
0,0,0,0,0,0,0,0,"TRBV6-5"
0,0,0,0,0,0,0,0,"TRBV6-6"
0,0,0,0,0,0,0,0,"TRBV5-5"
0,0,0,0,0,0,0,0,"TRBV7-6"
0,0,0,0,0,0,0,0,"TRBV5-6"
0,0,0,0,0,0,0,0,"TRBV5-7"
0,0,0,0,0,0,0,0,"TRBV5-1"
0,0,0,0,0,0,0,0,"TRBV12-2"
0,0,0,0,0,1,0,0,"TRBV4-2"
0,0,0,0,0,0,0,0,"TRBV19"
0,0,0,1,0,0,0,0,"TRBV20-1"
0,0,0,0,0,0,0,0,"TRBV23-1"
0,0,0,0,0,0,0,0,"TRBV24-1"
0,0,3,0,2,0,2,1,"TRBC1"
0,0,0,0,0,0,0,0,"TRBV27"
0,0,0,0,0,0,0,0,"TRBV28"
0,0,0,0,0,0,0,0,"TRBJ2-1"
0,0,0,0,0,0,0,0,"TRBJ2-2"
0,0,0,0,0,0,0,0,"TRBJ2-2P"
0,0,0,0,0,0,0,0,"TRBJ2-3"
0,0,0,0,0,0,0,0,"TRBJ2-4"
0,0,0,0,0,0,0,0,"TRBJ2-5"
0,0,0,0,0,0,0,0,"TRBJ2-6"
0,0,0,0,0,0,0,0,"TRBJ2-7"
1,0,0,0,0,0,0,0,"TRBC2"
0,0,0,0,0,0,0,0,"TRAV2"
0,0,0,0,0,0,0,0,"TRAV3"
0,0,0,0,0,0,0,0,"TRAV4"
0,0,0,0,0,0,0,0,"TRAV5"
0,0,0,0,0,0,0,0,"TRAV6"
1,0,0,0,0,0,0,0,"TRAV7"
0,0,0,1,0,0,0,0,"TRAV8-1"
0,0,0,0,0,0,0,0,"TRAV9-1"
0,0,0,0,0,0,0,0,"TRAV10"
0,0,0,0,0,0,0,0,"TRAV12-1"
0,0,0,0,0,0,0,0,"TRAV8-2"
0,0,0,0,0,0,0,0,"TRAV8-3"
0,0,0,0,0,0,0,0,"TRAV13-1"
0,0,0,0,0,0,0,0,"TRAV12-2"
0,0,0,0,0,0,0,0,"TRAV8-4"
0,0,0,0,0,0,0,0,"TRAV13-2"
0,0,0,0,0,0,0,0,"TRAV14DV4"
0,0,0,0,0,0,0,0,"TRAV9-2"
0,0,0,0,0,0,0,0,"TRAV12-3"
0,0,0,0,0,1,0,0,"TRAV8-6"
0,0,0,0,0,0,0,0,"TRAV16"
0,0,0,0,0,0,0,0,"TRAV17"
0,0,0,0,0,0,0,0,"TRAV18"
0,0,0,0,0,0,0,0,"TRAV19"
0,0,0,0,0,0,0,0,"TRAV20"
0,0,0,0,0,0,0,0,"TRAV21"
0,0,0,0,0,0,0,0,"TRAV22"
0,0,0,0,0,0,0,0,"TRAV23DV6"
0,0,0,0,0,0,0,0,"TRDV1"
0,0,0,0,0,0,0,0,"TRAV24"
0,0,0,0,0,0,0,0,"TRAV25"
0,0,0,0,0,0,0,0,"TRAV26-1"
0,0,0,0,0,0,0,0,"TRAV8-7"
0,0,0,0,0,0,0,0,"TRAV27"
0,0,0,0,0,0,0,0,"TRAV29DV5"
0,0,0,0,0,0,0,0,"TRAV26-2"
0,0,0,0,0,0,0,0,"TRAV34"
0,0,0,0,0,0,0,0,"TRAV35"
0,0,0,0,0,0,0,0,"TRAV36DV7"
0,0,0,0,0,0,0,0,"TRAV38-1"
0,0,0,0,0,0,0,0,"TRAV38-2DV8"
0,0,0,0,0,0,0,0,"TRAV39"
0,0,0,0,0,0,0,0,"TRAV40"
0,0,0,0,0,0,0,0,"TRAV41"
0,0,0,0,0,0,0,0,"TRDV2"
2,0,0,0,0,0,0,0,"TRDJ1"
0,0,0,0,0,0,0,0,"TRDJ4"
0,0,0,0,0,0,0,0,"TRDJ2"
0,0,0,0,0,0,0,0,"TRDJ3"
7,14,1,3,14,16,2,5,"TRDC"
0,0,0,0,0,0,0,0,"TRAJ61"
0,0,0,0,0,0,0,0,"TRAJ59"
0,0,0,0,0,0,0,0,"TRAJ58"
0,0,0,0,0,0,0,0,"TRAJ57"
0,0,0,0,0,0,0,0,"TRAJ56"
0,0,0,0,0,0,0,0,"TRAJ54"
0,0,0,0,0,0,0,0,"TRAJ53"
0,0,0,0,0,0,0,0,"TRAJ52"
0,0,0,0,0,0,0,0,"TRAJ50"
0,0,0,0,0,0,0,0,"TRAJ49"
0,0,0,0,0,0,0,0,"TRAJ48"
0,0,0,0,0,0,0,0,"TRAJ47"
0,0,0,0,0,0,0,0,"TRAJ46"
0,0,0,0,0,0,0,0,"TRAJ45"
0,0,0,0,0,0,0,0,"TRAJ44"
0,0,0,0,0,0,0,0,"TRAJ43"
0,0,0,0,0,0,0,0,"TRAJ42"
0,0,0,0,0,0,0,0,"TRAJ41"
0,0,0,0,0,0,0,0,"TRAJ40"
0,0,0,0,0,0,0,0,"TRAJ39"
0,0,0,0,0,0,0,0,"TRAJ38"
0,0,0,0,0,0,0,0,"TRAJ35"
0,0,0,0,0,0,0,0,"TRAJ34"
0,0,0,0,0,0,0,0,"TRAJ33"
0,0,0,0,0,0,0,0,"TRAJ32"
0,0,0,0,0,0,0,0,"TRAJ31"
0,0,0,0,0,0,0,0,"TRAJ30"
0,0,0,0,0,0,0,0,"TRAJ29"
0,0,0,0,0,0,0,0,"TRAJ28"
0,0,0,0,0,0,0,0,"TRAJ27"
0,0,0,0,0,0,0,0,"TRAJ26"
0,0,0,0,0,0,0,0,"TRAJ25"
0,0,0,0,0,0,0,0,"TRAJ24"
0,0,0,0,0,0,0,0,"TRAJ23"
0,0,0,0,0,0,0,0,"TRAJ22"
0,0,0,0,0,0,0,0,"TRAJ21"
0,0,0,0,0,0,0,0,"TRAJ20"
0,0,0,0,0,0,0,0,"TRAJ19"
0,0,0,0,0,0,0,0,"TRAJ18"
0,0,0,0,0,0,0,0,"TRAJ17"
0,0,0,0,0,0,0,0,"TRAJ16"
0,0,0,0,0,0,0,0,"TRAJ14"
0,0,0,0,0,0,0,0,"TRAJ13"
0,0,0,0,0,0,0,0,"TRAJ12"
0,0,0,0,0,0,0,0,"TRAJ11"
0,0,0,0,0,0,0,0,"TRAJ10"
0,0,0,0,0,0,0,0,"TRAJ9"
0,0,0,0,0,0,0,0,"TRAJ8"
0,0,0,0,0,0,0,0,"TRAJ7"
0,0,0,0,0,0,0,0,"TRAJ6"
0,0,0,0,0,0,0,0,"TRAJ5"
0,0,0,0,0,0,0,0,"TRAJ4"
0,0,0,0,0,0,0,0,"TRAJ3"
0,0,0,0,0,0,0,0,"TRAJ2"
0,0,0,0,0,0,0,0,"TRAJ1"
0,0,0,0,0,0,0,0,"IGHA2"
0,0,0,0,1,1,0,1,"IGHE"
0,0,0,0,0,0,0,0,"IGHG4"
0,0,0,0,0,0,0,0,"IGHG2"
0,0,0,0,0,0,0,0,"IGHA1"
0,0,0,0,0,0,0,0,"IGHG1"
0,0,0,0,0,0,0,0,"IGHG3"
0,0,0,0,0,0,0,0,"IGHD"
0,0,0,0,0,0,0,0,"IGHM"
0,0,0,0,0,0,0,0,"IGHJ6"
0,0,0,0,0,0,0,0,"IGHJ2"
0,0,0,0,0,0,0,0,"IGHJ1"
0,0,0,0,0,0,0,0,"IGHD1-26"
0,0,0,0,0,0,0,0,"IGHD5-24"
0,0,0,0,0,0,0,0,"IGHD3-22"
0,0,0,0,0,0,0,0,"IGHD2-21"
0,0,0,0,0,0,0,0,"IGHD6-19"
0,0,0,0,0,0,0,0,"IGHD5-18"
0,0,0,0,0,0,0,0,"IGHD3-16"
0,0,0,0,0,0,0,0,"IGHD2-15"
0,0,0,0,0,0,0,0,"IGHD6-13"
0,0,0,0,0,0,0,0,"IGHD5-12"
0,0,0,0,0,0,0,0,"IGHD3-10"
0,0,0,0,0,0,0,0,"IGHD3-9"
0,0,0,0,0,0,0,0,"IGHD2-8"
0,0,0,0,0,0,0,0,"IGHD5-5"
0,0,0,0,0,0,0,0,"IGHD3-3"
0,0,0,0,0,0,0,0,"IGHD2-2"
0,0,0,0,0,0,0,0,"IGHV6-1"
0,0,0,0,0,0,0,0,"IGHV1-2"
0,0,0,0,0,0,0,0,"IGHV1-3"
0,0,0,0,0,0,0,0,"IGHV2-5"
0,0,0,0,0,0,0,0,"IGHV3-7"
0,0,0,0,0,0,0,0,"IGHV3-11"
0,0,0,0,0,0,0,0,"IGHV3-13"
0,0,0,0,0,0,0,0,"IGHV3-15"
0,0,0,0,0,0,0,0,"IGHV3-16"
0,0,0,0,0,0,0,0,"IGHV1-18"
0,0,0,0,0,0,0,0,"IGHV3-20"
0,0,0,0,0,0,0,0,"IGHV3-21"
