"HBCx14_Carboplatin1","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","Symbol"
2474,2002,3282,2721,2530,"ZNF562"
553,427,762,582,540,"ZNF318"
1170,800,1532,1296,1126,"ZNF561"
1420,1268,1931,1776,1639,"WIPF2"
5,3,10,4,7,"HOPX"
0,0,0,0,0,"SPACA5B"
0,0,0,0,0,"OR1L3"
0,0,0,0,0,"SSX6P"
0,0,0,0,1,"NLRP5"
725,635,896,770,851,"LRRC8C"
0,0,0,0,0,"SPACA5"
2379,2246,3400,3029,3047,"RSL1D1"
1556,1165,1905,2071,2004,"LRRC8D"
0,0,0,0,0,"MROH2B"
4,3,3,4,3,"OR1L8"
1124,807,1570,1199,1120,"PPID"
0,0,0,0,0,"OR1N2"
9,11,22,11,26,"COL24A1"
337,357,467,394,403,"ETFDH"
0,0,0,0,0,"OR1N1"
0,0,0,0,0,"RXFP1"
447,384,474,533,535,"LPAR3"
37,26,38,26,39,"PTGER4"
1010,849,1422,1295,1310,"TBCA"
0,1,0,0,3,"NEUROD2"
4,2,2,5,5,"MAP6"
4,3,0,2,6,"OTP"
54,43,107,63,63,"ECEL1"
972,1010,1430,1268,1316,"BCL2L1"
1,1,2,0,0,"FGG"
0,0,0,0,0,"FGA"
0,0,0,0,0,"OR2AT4"
1,0,0,0,0,"FGB"
869,692,1232,1041,1041,"PLRG1"
0,0,0,0,0,"RAB4B-EGLN2"
77,108,130,153,174,"ZNF584"
0,0,3,1,1,"DSCAM"
1,0,4,2,4,"DNAI2"
129,99,116,143,154,"NMUR1"
5383,4881,7492,6439,6554,"CLSTN1"
1042,957,1433,1241,1438,"CXXC5"
1075,914,1405,1257,1200,"ZNF274"
555,463,809,678,652,"PIK3CD"
0,0,0,0,0,"PTCRA"
431,486,634,598,674,"SLC25A33"
6435,3339,7606,6129,5489,"ENC1"
1336,1038,1832,1674,1641,"SPSB1"
50,32,105,35,20,"P2RY6"
1638,1385,2204,1963,1832,"BPTF"
0,0,0,0,0,"S100Z"
420,307,621,545,532,"ZIK1"
0,0,1,0,0,"GPR82"
25,23,53,28,27,"NMRAL2P"
2,1,6,7,3,"GPR34"
0,0,0,0,0,"SHANK2-AS3"
3439,2661,4365,4107,4215,"PLEKHG5"
4268,3330,5871,4978,4470,"ATF7IP"
5,0,5,3,6,"LKAAEAR1"
680,589,889,772,821,"RGS19"
671,617,935,749,864,"TCEA2"
0,0,0,0,0,"DEFB4A"
1,3,2,2,0,"ANO5"
947,1065,1338,1288,1455,"HDAC3"
0,0,0,0,0,"SPATA46"
470,670,598,643,608,"GPHN"
0,0,0,2,0,"VAT1L"
647,477,1091,806,653,"TMEM51"
893,785,1209,1072,1091,"CAMTA1"
5,6,8,9,8,"LGALS4"
208,191,254,282,220,"LRRC34"
61,72,63,111,96,"PAH"
310,269,392,370,346,"SPATA5L1"
851,884,1012,1270,991,"GATM"
0,0,0,0,0,"SYCE1"
0,0,0,0,0,"NXNL1"
0,0,1,1,0,"RASGRP4"
42,30,48,48,48,"NHLH1"
29,10,26,20,19,"SLFNL1"
115,91,170,143,146,"BCL2"
1658,1477,2196,2145,2288,"RHNO1"
2301,1912,2982,2496,2647,"CTPS1"
0,0,0,0,0,"UTF1"
1,0,2,0,1,"KNDC1"
0,0,0,1,1,"WDR87"
314,261,383,361,311,"METTL18"
1,1,2,1,0,"CFAP46"
1617,1169,2220,1851,1866,"COL8A2"
1089,915,1558,1389,1352,"PWWP2B"
4,8,11,8,1,"PCDHB1"
41,29,57,25,54,"ZNF540"
0,0,0,2,1,"ANGPTL7"
779,859,1168,1056,1136,"FBXL14"
1387,1214,1860,1732,1702,"EXOSC10"
510,396,667,550,545,"ZNF570"
113,72,150,128,132,"NINJ2"
49,78,60,74,92,"MLLT3"
118,84,124,124,129,"FAM90A1"
5681,5209,8425,7510,7178,"RRM2"
806,621,1115,967,904,"TRAPPC12"
14,9,7,14,10,"IFNB1"
4836,5454,6845,6265,8155,"RPS21"
2,3,7,3,6,"C3AR1"
221,219,351,290,293,"MRM3"
557,853,729,815,859,"PTEN"
5998,6603,8225,8141,9946,"RPS7"
0,0,0,0,2,"PRND"
1344,1194,1731,1735,1467,"RNASEH1"
2136,2139,2740,2695,2716,"PRNP"
10,6,29,9,4,"KLF17"
0,1,1,0,2,"ADRA1D"
55,36,94,63,38,"FRMD5"
20,7,16,10,26,"AQP4"
0,0,0,0,0,"MIR31HG"
163,150,206,182,179,"CYP4F11"
1090,561,1374,1301,1036,"TLN2"
1,0,0,1,0,"LGALS9C"
835,681,1104,990,900,"TVP23B"
5,5,11,11,6,"FBXW10"
0,0,0,0,0,"OR10H3"
1924,1339,2506,1955,1676,"ZNF217"
0,0,0,0,0,"OR10H2"
153,123,235,177,203,"SRGAP2C"
0,0,0,0,0,"OR52A5"
2,0,1,1,4,"SCG2"
160,226,216,237,220,"ATPAF2"
1,1,0,0,1,"CYP4F22"
0,1,0,0,0,"FOXB1"
656,548,795,861,854,"PPIH"
89,63,99,78,80,"DRC3"
211,180,321,262,268,"ZNF57"
83,64,88,81,88,"SHLD1"
0,0,0,0,0,"C11orf40"
2480,2120,3082,2904,2690,"JMJD1C"
0,0,0,2,0,"LDHAL6B"
3347,2431,4679,3948,2993,"SYNPO"
0,0,0,0,0,"OR52P2P"
464,365,645,622,477,"ZNF556"
2,9,9,9,12,"MAL"
196,195,259,279,263,"ZNF554"
207,233,272,286,233,"RAB33B"
2226,2241,3137,3014,3295,"THOP1"
0,0,0,0,0,"ANKRD20A4P"
0,0,0,0,0,"REG3A"
0,1,4,2,0,"GAP43"
0,0,0,0,0,"REG1B"
262,260,368,379,432,"EPHX4"
5002,4424,7056,5853,6308,"LAMB2"
1546,1418,1981,1897,1925,"USP19"
2519,2711,3422,3356,3731,"QARS1"
1013,765,1180,1169,1123,"ORMDL3"
0,0,0,0,1,"SERF1A"
1098,711,1334,1131,1045,"KLF11"
1,2,2,2,0,"LRRC15"
74,69,88,102,105,"SMN1"
743,555,908,796,770,"EIF2AK3"
0,1,0,1,1,"TEX37"
547,500,703,653,702,"MOB3A"
575,478,725,640,691,"KRCC1"
386,308,563,542,428,"NME6"
2779,2597,3801,3802,3387,"CYCS"
79,113,130,92,145,"CD8B"
5,1,10,14,2,"SLFN12"
227,357,320,340,370,"CALB2"
0,0,0,0,0,"SLC9C1"
0,0,0,0,0,"OR1A1"
0,0,0,0,0,"OR7A2P"
0,0,0,0,0,"OR1A2"
0,0,0,0,0,"OR8I2"
0,0,0,0,0,"LCE1D"
0,0,0,0,0,"CCL11"
933,781,1102,1055,970,"FRMD3"
500,575,629,635,608,"SNTB1"
449,341,575,580,546,"MTBP"
173,142,263,200,170,"TEFM"
1131,1065,1604,1616,1461,"MRPL13"
389,358,669,489,433,"MALT1"
0,0,0,1,0,"PRL"
275,184,323,258,218,"ISG20"
0,0,0,0,0,"HMGN1P35"
0,0,0,0,0,"OR4C11"
756,762,949,973,1065,"MBOAT1"
0,0,0,0,0,"OR8U1"
181,206,238,196,275,"ID4"
0,0,0,0,0,"OR4X2"
1,1,1,0,0,"GPR22"
0,0,0,0,0,"CXCR6"
8229,7605,13015,10797,10727,"CEBPB"
1,0,3,0,0,"AZU1"
0,0,0,0,0,"TPSAB1"
0,0,0,2,0,"ATOH1"
1926,1792,2459,2462,2169,"PAIP1"
3019,2805,4126,3937,3485,"CLEC7A"
219,239,293,336,303,"C5orf34"
0,4,2,4,3,"C1QTNF4"
72,68,91,97,100,"SERHL"
6,13,2,4,0,"NEGR1"
788,743,981,970,944,"ZNF131"
19,26,20,26,22,"MACROD2"
1189,924,1707,1195,1275,"DPAGT1"
10091,9180,13832,12938,13252,"BSG"
627,602,808,692,752,"HINFP"
0,0,0,0,0,"PRYP4"
0,0,0,0,0,"CDY1"
0,0,0,0,0,"OR10V1"
1776,1330,2287,1951,1910,"CERS6"
0,0,0,0,0,"CSPG4P4Y"
347,368,442,568,457,"SPTLC3"
0,0,0,0,0,"GOLGA2P3Y"
523,524,732,675,745,"COPRS"
633,571,991,811,780,"TP53RK"
1,0,0,1,0,"B3GALT1"
0,0,0,0,0,"OR5A1"
0,0,0,0,0,"CLEC12A"
0,0,0,0,0,"OR5A2"
389,234,475,410,405,"BPGM"
917,854,1259,1145,1144,"POP7"
103,120,127,152,181,"ALG14"
658,667,798,922,799,"SUCLG2"
0,0,0,0,0,"CSPG4P3Y"
139,111,147,154,146,"STARD5"
0,2,3,1,0,"CSDC2"
6,8,14,12,11,"RCAN2"
19,12,8,10,14,"IL16"
6,16,17,16,18,"ABCG4"
0,0,0,0,0,"CDY1B"
7032,7511,10171,9455,9909,"GNB2"
15,18,24,20,26,"CFAP53"
0,0,0,0,0,"OR5B12"
0,0,0,0,0,"OR5B2"
747,793,1091,1071,1183,"MCRIP2"
0,0,2,0,1,"PDZD3"
657,987,1030,952,1193,"C2CD2L"
0,0,0,0,0,"OR9I1"
124,78,159,100,85,"ARNT2"
2874,2117,3735,3475,2796,"GNG12"
171,165,276,244,247,"PRSS27"
1,0,0,0,3,"MYOZ2"
31,17,19,32,27,"SYNPO2"
0,0,0,0,0,"DNAJB7"
557,500,723,662,697,"CLP1"
0,1,0,4,1,"INSL5"
0,0,1,0,0,"EFCAB3"
2,4,8,3,7,"TTC36"
4,6,6,4,2,"RSPH9"
576,558,724,629,777,"COPS9"
3461,3013,4472,4223,3867,"GTPBP2"
222,170,226,249,230,"FGGY"
0,0,0,0,0,"OR9G4"
28,30,27,40,47,"IL17D"
0,0,0,0,0,"OR5AR1"
0,0,0,0,0,"PRSS30P"
18,40,26,37,40,"FUT9"
0,0,0,0,0,"OR5AP2"
112,107,132,138,179,"TCEAL1"
991,634,1186,879,863,"ZNF24"
0,0,0,0,0,"HSFY1"
280,201,372,319,301,"MANEA"
1,0,4,2,5,"RAB40A"
511,292,557,439,529,"MAB21L4"
0,0,0,0,0,"AGXT"
0,0,0,0,0,"OR8J1"
0,0,0,0,0,"OR5T3"
656,427,792,684,606,"AFF1"
0,0,1,0,1,"ACOT12"
778,693,937,985,1077,"FIBP"
20,8,22,16,17,"CARNS1"
0,0,1,0,1,"OR10H5"
576,483,968,685,818,"BANP"
1850,2146,2612,2514,2607,"PPP1CA"
5754,5703,8106,7792,6986,"HCFC1"
0,0,0,0,0,"FAM170B"
30,22,31,13,35,"CTSW"
57,72,72,59,52,"NIPAL4"
1,1,1,0,0,"MUCL1"
0,0,0,0,0,"SNTG2"
0,0,0,0,0,"FNDC9"
0,1,0,1,1,"PDE3A"
811,718,1086,946,803,"RASGRP1"
47,22,89,52,45,"KLHL6"
562,542,803,687,719,"CHCHD1"
665,522,930,786,773,"MRPL52"
394,238,605,411,379,"SMPDL3A"
1,1,5,2,5,"RND1"
591,463,657,611,716,"RAD9A"
176,132,181,178,224,"EFEMP2"
0,0,1,0,0,"OR10AD1"
12,7,27,8,20,"AGAP5"
2194,1732,2853,2623,2183,"WASHC2C"
298,290,361,370,396,"TMEM134"
306,291,441,378,316,"ZMAT3"
205,145,276,239,212,"ZFAND4"
0,0,0,0,0,"THEMIS"
0,0,0,2,0,"MOS"
0,0,0,1,0,"ZNF738"
0,0,0,0,0,"MS4A10"
652,402,827,676,597,"SLFN11"
0,0,1,1,0,"FAM71D"
2,2,1,0,0,"CCL19"
1430,1474,2023,1860,2050,"CORO1B"
113,80,143,118,98,"FUT10"
535,478,633,657,602,"LRRC20"
963,876,1377,1237,1277,"MUS81"
7,20,20,11,16,"PURG"
64,33,66,56,49,"TMEM217"
0,0,0,0,0,"OR4D9"
7,10,14,16,20,"RPL12P13"
222,168,266,281,256,"ZNF596"
0,0,0,0,2,"COL6A5"
9739,9933,13850,13079,14142,"CFL1"
625,502,900,773,659,"TMCC1"
444,425,583,575,531,"NAA16"
0,0,0,0,0,"OR5B3"
29,12,33,23,24,"EFCAB12"
0,0,0,0,0,"OR10W1"
1672,1563,2347,2211,2039,"PSME3IP1"
41,42,54,68,48,"RAB43"
2,5,6,7,5,"FADS6"
316,321,383,442,433,"CBWD1"
7,10,9,14,14,"HOXC5"
3,6,11,0,3,"RAB37"
704,593,849,781,788,"DCP2"
0,1,0,1,2,"ZBTB8OSP2"
70,77,81,80,108,"SNX32"
1597,1723,2174,2123,2489,"RPL38"
340,288,389,351,341,"CYP7B1"
239,480,463,367,526,"OVOL1"
1833,1838,2690,2460,2405,"RARG"
353,302,454,363,474,"CES4A"
30,35,44,48,48,"CES3"
969,1175,1412,1469,1670,"SSH3"
558,587,765,766,845,"CES2"
307,309,448,363,359,"PDP2"
3070,3215,3948,3963,3525,"SP3"
3,0,0,5,0,"KRT2"
293,289,372,387,389,"DMXL1"
197,160,289,240,271,"METAP1D"
830,580,949,899,798,"ZNF621"
210,137,241,169,185,"EGFL7"
2003,1664,2603,2495,2617,"NADSYN1"
2466,2618,3237,2921,3457,"DHCR7"
1,2,0,0,5,"AP002387.1"
3,6,3,0,2,"LVRN"
0,0,0,0,0,"COX6B1P3"
11,11,22,23,23,"NBEA"
425,409,568,517,528,"RNASEH2C"
31,18,27,20,31,"MYEOV"
1142,1095,1686,1582,1561,"ANKRD13D"
30,13,27,33,29,"MRGPRF"
1953,1641,2622,2341,1939,"MYD88"
0,0,0,0,0,"MRGPRD"
1191,1051,1447,1527,1436,"OXSR1"
3,2,3,3,2,"SLC22A13"
1174,897,1595,1305,1155,"PHF8"
736,485,859,765,683,"LCLAT1"
0,0,0,0,0,"ADH6"
1925,958,2419,1695,1587,"MIR4435-2HG"
0,0,0,0,1,"XKR3"
2,0,1,0,1,"FRG2C"
1,1,2,3,1,"UNC93B3"
47,121,72,92,83,"AC007318.1"
588,588,722,709,790,"KAT5"
40,31,54,27,48,"SH3RF3"
143,80,126,160,132,"GXYLT2"
0,0,0,0,1,"HPSE2"
436,396,681,517,600,"DCAKD"
0,0,1,0,4,"ARPP21"
256,272,326,299,275,"TADA2B"
14,20,23,25,18,"CCDC96"
2366,2309,3484,2996,3182,"GRK2"
1731,1632,2535,2217,2034,"RELA"
71,42,84,77,59,"EVC2"
750,654,1022,900,828,"ZNF680"
1477,934,1793,1529,1302,"HECTD4"
2094,1772,2758,2242,2352,"FAM222B"
33,24,17,25,21,"BNC2"
1,2,3,3,3,"DELEC1"
0,1,0,0,0,"RXFP4"
367,316,450,462,421,"HPSE"
333,301,508,464,450,"COQ2"
0,0,0,0,0,"CCDC63"
81,79,151,115,77,"HSPA6"
718,675,1008,877,980,"TRMT112"
2,0,1,0,0,"LRRN3"
3650,3186,4873,4566,3908,"KDM2A"
0,0,0,0,0,"ACSM6"
238,269,371,301,381,"ADCK5"
556,463,735,649,748,"MRPL57"
281,245,396,340,297,"NOC3L"
913,1082,1305,1342,1179,"ESRRA"
515,483,682,721,685,"RHOD"
0,0,0,0,0,"ADAMTS20"
285,295,398,313,366,"COMMD1"
649,606,941,769,783,"RAPH1"
379,382,487,498,547,"MTX1"
24,45,23,32,16,"ADCY5"
1805,791,2040,1470,852,"PARP14"
4,1,1,5,2,"CYSLTR1"
2,0,2,0,2,"PARP15"
1627,1563,2383,2141,2233,"CKS1B"
67,78,48,92,82,"ABCD2"
1905,1262,2409,1847,1804,"AHSA2P"
151,85,224,149,82,"ABLIM3"
3,0,1,2,0,"MAB21L3"
5,5,3,2,8,"TUBB8B"
221,142,306,217,203,"MFSD4B"
1609,1167,1994,1888,1677,"VANGL1"
205,211,300,224,249,"GLRX"
929,842,1232,1277,1127,"IQCB1"
722,592,949,719,854,"SYT12"
1202,921,1542,1368,1295,"GOLGB1"
0,0,0,0,0,"TERF1P1"
6,7,6,8,8,"C11orf86"
0,0,0,0,0,"LIPM"
0,0,0,0,0,"GPR151"
7,9,16,9,21,"DMRT2"
133,124,184,169,152,"ZNF483"
14,10,25,25,12,"PLAC8L1"
55,42,54,63,47,"SLC2A14"
598,492,812,617,616,"GPR137"
43,23,58,58,67,"SNCG"
41,37,51,33,47,"MMRN2"
1118,1117,1531,1653,1825,"MZT2A"
1246,975,1612,1624,1380,"TNKS"
36,38,56,60,57,"ZNF449"
519,413,663,552,447,"ZBTB21"
2008,1736,2486,2664,2125,"PPP1R3B"
0,0,0,0,0,"OR10K1"
259,150,222,315,240,"FAM86B3P"
0,0,0,0,0,"GPR148"
117,95,119,117,119,"STOX2"
2110,2045,3115,2732,2675,"MAP3K11"
1833,1320,2691,2102,1681,"TRIB1"
0,0,0,0,0,"CST9"
7,9,8,3,17,"KCNK7"
357,247,409,373,370,"SFT2D3"
0,0,0,0,0,"AC007967.1"
0,0,0,0,0,"AC097637.1"
0,1,0,0,0,"C1QB"
0,0,0,0,0,"C1QA"
0,0,0,2,2,"NDNF"
0,0,0,0,0,"IQCF1"
0,1,3,1,1,"OLR1"
0,0,0,0,0,"GLIPR1L1"
4041,4330,5234,5192,5091,"DAG1"
2,1,2,2,3,"INSM1"
2,0,1,0,1,"DAB1"
326,254,412,387,384,"ARV1"
1043,1065,1477,1391,1290,"NAA20"
3,0,3,0,0,"CCDC36"
0,0,0,0,0,"RNASE8"
413,143,594,351,249,"SAA1"
170,116,227,157,150,"MICOS10"
3745,3149,5250,4725,4868,"EHBP1L1"
146,139,239,174,184,"THAP2"
0,0,0,3,2,"TMEM196"
1638,1476,2223,1881,1905,"RNF26"
3200,3015,4723,4310,4711,"PPP1R14B"
0,0,0,0,0,"RNASE11"
388,387,446,492,469,"ZNRD2"
6,2,4,4,0,"AGR3"
5724,5088,7642,7788,6585,"SMARCC1"
142,87,157,160,130,"ZNF417"
7,22,23,13,9,"PTPRM"
10,11,15,7,6,"FKBP2"
444,589,631,606,686,"VEGFB"
398,320,588,467,475,"PEAK1"
210,252,362,286,312,"TNFRSF10D"
101,97,142,111,122,"MST1"
10,9,14,18,21,"TNFRSF10C"
832,774,1225,1064,940,"GMPPB"
383,388,531,541,480,"MOB1B"
885,817,1141,1042,1036,"ZNF622"
939,434,1489,784,725,"CSPG4"
1204,1005,1663,1479,1228,"SNX33"
44,49,43,46,55,"FAM166C"
1005,733,1472,1117,1110,"NABP1"
16,9,20,7,19,"ADGRF3"
0,0,0,0,0,"NLRP13"
1687,1327,2092,1862,1751,"CHD2"
0,0,0,1,0,"XCR1"
314,334,337,415,456,"CCDC106"
0,0,0,0,0,"CCR9"
363,232,384,397,356,"CEP83"
2,4,9,6,6,"SULT1B1"
531,516,775,766,670,"NUDT4"
1056,1278,1405,1426,1457,"PC"
0,0,0,0,0,"UGT2A1"
219,170,266,243,266,"SCAI"
0,0,0,0,0,"GPRC6A"
204,155,291,210,227,"NMNAT1"
2365,1962,2873,2807,2883,"LRFN4"
0,0,0,0,0,"TRAPPC3L"
0,0,0,1,0,"APOBEC4"
1251,1122,1601,1447,1545,"SLC19A1"
12,8,12,13,16,"HSPB7"
486,463,697,588,667,"RCE1"
3325,3172,4577,4536,5006,"UQCRH"
4,6,8,14,4,"TAS1R1"
0,0,0,0,0,"HES3"
1432,1286,1822,1748,1633,"EIF1AX"
0,0,0,0,0,"SPDYE2B"
0,0,0,0,0,"OR1L1"
179,165,303,259,234,"BCLAF3"
2388,2227,3068,3080,2825,"PSMD1"
3,4,4,3,1,"ADGRG2"
4,5,3,7,10,"SPATA3"
1,2,2,2,4,"MUC13"
29,15,43,30,19,"SUSD5"
369,302,460,462,355,"HEG1"
0,0,0,0,0,"WFIKKN2"
318,272,437,397,477,"C11orf80"
4330,4803,5338,5854,6187,"TOMM20"
118,101,177,105,124,"AP000769.1"
1,0,0,1,0,"C1orf100"
2861,2457,4499,3752,2859,"AGFG1"
1315,1263,1810,1754,1616,"STAT5B"
32,38,51,28,48,"CD7"
0,0,0,0,0,"TOPAZ1"
3588,3170,4941,4507,4024,"CNP"
7904,7818,11281,10061,10027,"JUP"
23,17,46,16,21,"HAP1"
16,6,28,4,11,"TDRD12"
0,0,1,0,0,"PPIAP7"
0,0,0,1,0,"CCDC13-AS1"
5768,6909,7855,7563,8342,"EIF1"
285,245,364,275,334,"ENDOV"
2936,1703,3628,2649,2135,"RNF213"
8,16,21,21,25,"TIGD3"
0,0,3,3,0,"KCNH6"
0,1,1,0,1,"MARCHF10"
178,159,321,222,202,"PLK3"
3850,3358,4672,4361,4647,"NET1"
302,206,446,292,269,"DPY19L1"
4,0,0,0,0,"AC008080.1"
0,0,0,0,0,"AC013489.1"
5,43,4,6,10,"PHOSPHO1"
741,658,949,859,818,"ZNF791"
1213,1220,1659,1541,1440,"PHC3"
336,386,435,487,520,"GPR160"
2849,2630,3883,3457,3222,"CBX2"
3970,3788,5251,5001,4994,"SPTBN2"
1438,841,1873,1504,1243,"GOLIM4"
0,0,0,0,2,"KRT28"
472,400,714,549,584,"RBM4B"
536,531,718,687,685,"ATP5MD"
2,7,2,2,2,"HOXB2"
257,45,487,157,88,"C1QTNF1"
42,64,54,45,60,"MARCHF3"
65,78,99,85,77,"SWSAP1"
36,16,36,34,26,"SLCO4C1"
321,306,367,448,406,"RBM4"
53,34,63,61,54,"PIFO"
1341,1279,1824,1834,1754,"XXYLT1"
0,0,0,0,0,"SNURFL"
1216,1147,1743,1607,1437,"UBXN2A"
0,0,0,1,0,"AC095040.1"
2,0,9,4,2,"RAX2"
20,25,20,22,20,"LRRC63"
4,10,13,7,24,"TCAP"
537,447,702,582,669,"CCS"
398,355,567,460,475,"NRROS"
203,256,297,296,269,"CEP19"
204,161,259,234,241,"KLHL15"
3168,2738,4515,3910,3457,"FBXO45"
0,0,0,0,0,"CBY2"
1,0,0,2,1,"TENT5D"
162,163,205,218,280,"GNG5"
60,45,72,33,40,"FAM3C2"
290,290,424,326,318,"SLC25A30"
0,0,0,0,0,"C9orf131"
6,4,20,7,12,"CD34"
446,371,611,485,596,"CTSF"
63,51,67,89,53,"MSRB3"
746,649,1033,885,858,"LEMD3"
280,251,353,342,348,"C16orf91"
7,4,7,5,8,"TLR10"
1152,748,1288,1171,1025,"TLR1"
647,504,783,762,651,"TLR6"
96,138,151,173,168,"FAM174A"
541,455,822,668,628,"RGMB"
30,30,45,43,41,"FAM53A"
2,0,1,1,0,"NWD2"
547,385,661,616,602,"CYB561D1"
0,0,0,0,0,"GSTA3"
237,157,244,211,254,"ZDHHC24"
280,231,294,267,342,"AC020659.1"
853,729,1159,1069,1042,"TRMT10C"
0,0,0,1,1,"SELP"
282,261,376,345,345,"CTU2"
1342,944,1732,1407,1315,"MGA"
89,91,112,117,100,"C12orf66"
0,0,0,0,0,"ARL13A"
0,0,0,3,0,"SNX31"
586,375,623,574,515,"PIGG"
4780,3834,5799,5339,4391,"PRPF8"
3152,2810,4137,3645,3734,"ADCY6"
29,17,34,39,16,"REP15"
1894,1795,2551,2610,2332,"PITPNA"
2956,2575,4015,3493,3312,"DDX23"
0,0,0,0,0,"ZNF80"
191,126,254,214,233,"ZNHIT2"
0,5,3,0,0,"EVX2"
2455,2347,2994,3442,3193,"ZBTB4"
561,549,881,688,697,"TNK1"
605,565,743,702,736,"ZHX3"
384,478,482,459,390,"PHLDA3"
0,0,0,0,0,"DIRC1"
34,31,28,35,54,"SLC16A11"
180,173,259,230,187,"SLC16A13"
47,23,34,38,43,"GLIS1"
0,0,0,0,0,"OR2Y1"
0,0,0,0,0,"CHRNA9"
6,11,11,24,19,"PODN"
323,308,400,380,363,"STAG3L3"
3,2,0,1,0,"SLC6A19"
158,181,221,236,249,"SNHG11"
153,114,185,186,133,"C11orf45"
890,841,1229,1242,1191,"EXO1"
293,234,349,343,310,"RALGAPA1"
0,0,0,0,3,"PMS2P6"
0,0,0,0,0,"MIR1-1HG-AS1"
219,178,329,251,184,"LIG4"
0,0,0,0,0,"MIR1-1HG"
0,0,0,0,0,"PPIAP24"
0,0,0,0,0,"TRHR"
0,0,0,0,0,"RPL35P9"
287,250,401,336,322,"GTF2IRD2B"
0,0,1,0,0,"ABRA"
6043,5287,8273,6599,6687,"ATP2A2"
961,851,1332,1192,1124,"ZWILCH"
13517,14690,18540,18690,21809,"RPL4"
227,190,326,295,283,"SNAPC5"
1,3,6,3,1,"STARD6"
0,0,0,0,0,"GOLGA6L2"
0,0,0,1,0,"VWC2L"
169,148,205,187,185,"C12orf76"
0,0,0,1,1,"ZCCHC12"
20,20,35,38,23,"CNTNAP2"
0,1,1,0,1,"GALNTL6"
2,1,1,1,0,"LINGO2"
25,21,36,45,28,"BBS1"
434,284,547,474,413,"DENND4A"
0,0,0,0,0,"PPIAP80"
1,0,3,1,4,"IGDCC3"
17,3,12,12,9,"GCSAM"
73,73,84,98,83,"ANKRD36C"
20,21,45,22,14,"SLC26A9"
226,115,290,228,210,"MFSD4A"
179,151,210,199,170,"PELI3"
1,1,7,4,2,"TTC9B"
6,6,2,8,15,"MYO1H"
88,81,177,143,117,"TMEM81"
676,674,934,878,953,"MRPL11"
0,1,0,1,3,"KLK15"
72,51,99,59,80,"IL20RB"
33,26,36,40,36,"GOLT1A"
2,6,1,1,3,"RPL10P2"
2384,2453,3306,3542,3303,"AKIRIN1"
12,4,14,4,8,"NPAS4"
984,1039,1403,1311,1197,"MSL2"
59,34,49,62,53,"ZNF497"
145,116,163,157,162,"TRAM1L1"
0,0,2,0,0,"CMKLR1"
364,293,459,449,349,"ANGEL2"
1864,1498,2394,2081,2033,"UGT8"
7,9,10,12,11,"KY"
273,291,341,348,356,"IQCK"
4,5,1,2,12,"SLCO2A1"
1053,863,1164,1034,1033,"ZNF266"
0,0,0,0,0,"OR7D4"
779,643,905,833,967,"SLC29A2"
644,482,793,777,649,"BRSK2"
0,0,0,0,0,"VN1R6P"
0,0,0,1,0,"FAM47DP"
0,0,0,0,0,"GRIK1-AS1"
117,103,145,149,172,"B4GAT1"
1993,1610,2795,2472,2164,"TMEM167A"
3,4,9,3,3,"LEP"
5326,4114,7183,6263,5121,"SH3PXD2B"
2,2,5,9,6,"PPIAP72"
511,341,626,543,458,"RESF1"
1101,943,1473,1364,1215,"LARP7"
21,21,24,19,22,"FGFBP3"
521,379,529,524,440,"NR1D2"
8,4,11,5,5,"PABPC5"
808,800,1085,988,1027,"BRMS1"
5181,6237,7208,7296,8640,"RPL15"
89,87,135,130,116,"FAM241A"
203,226,309,278,328,"HRAS"
1,2,1,0,1,"WDR49"
1112,938,1345,1333,1231,"SRP72"
21,8,37,20,28,"PCP2"
295,189,307,295,255,"RIN1"
5,9,16,4,3,"ODAPH"
187,195,241,256,234,"THAP6"
161,143,195,189,146,"CEP135"
159,191,164,123,122,"FZD4"
20,20,14,21,17,"CD248"
270,202,271,288,265,"BTC"
3,0,2,2,4,"PDZK1"
14,19,22,23,24,"ADGRE1"
660,594,838,788,803,"DENND6A"
840,809,1125,998,1002,"PDE12"
546,429,551,621,628,"GLMN"
13,3,9,3,8,"DNAH12"
977,812,1307,1185,1136,"YIF1A"
231,282,320,295,425,"CNIH2"
4,3,3,3,1,"AMY1B"
1,4,13,9,3,"NLRP6"
256,233,369,295,394,"NDUFA11"
1653,1446,2177,2143,1979,"RSRC1"
2,1,0,1,1,"CATSPERD"
21,24,28,37,20,"SLC66A1L"
2405,2601,3401,3198,3286,"RAB1B"
5,4,4,8,4,"METTL15P1"
0,0,0,0,0,"OR9G1"
383,388,527,457,472,"PTDSS2"
505,419,702,552,645,"MICOS13"
20,25,45,30,31,"C3orf33"
0,0,0,0,0,"VN2R1P"
0,0,0,0,0,"OR5M3"
1272,1089,1713,1522,1555,"SEZ6L2"
179,133,239,191,185,"ASPHD1"
588,584,887,737,719,"KCTD13"
0,0,0,0,1,"P2RY14"
4,3,3,2,3,"AMZ1"
0,0,0,0,0,"GPR171"
0,0,0,0,0,"GPR149"
14,19,25,15,13,"CD164L2"
122,134,177,203,158,"FUT1"
1662,1399,2043,1950,1559,"DHX36"
0,0,0,0,0,"OR5J2"
